t;dt;x;y;z;vx;vy;vz
2459812.5000;2022-Aug-21 00:00:00;1.2657468091E+08;-8.0438786073E+07;5.1379638740E+04;1.4532090676E+01;2.5259240518E+01;7.2171785517E-02
2459812.5417;2022-Aug-21 01:00:00;1.2662696126E+08;-8.0347848256E+07;5.1638733543E+04;1.4512558544E+01;2.5261764721E+01;7.1768839039E-02
2459812.5833;2022-Aug-21 02:00:00;1.2667917141E+08;-8.0256901395E+07;5.1896367685E+04;1.4493092945E+01;2.5264265632E+01;7.1360312239E-02
2459812.6250;2022-Aug-21 03:00:00;1.2673131161E+08;-8.0165945571E+07;5.2152521135E+04;1.4473693915E+01;2.5266743817E+01;7.0946238867E-02
2459812.6667;2022-Aug-21 04:00:00;1.2678338209E+08;-8.0074980866E+07;5.2407173989E+04;1.4454361483E+01;2.5269199844E+01;7.0526652801E-02
2459812.7083;2022-Aug-21 05:00:00;1.2683538309E+08;-7.9984007358E+07;5.2660306461E+04;1.4435095676E+01;2.5271634280E+01;7.0101588041E-02
2459812.7500;2022-Aug-21 06:00:00;1.2688731486E+08;-7.9893025124E+07;5.2911898890E+04;1.4415896522E+01;2.5274047689E+01;6.9671078719E-02
2459812.7917;2022-Aug-21 07:00:00;1.2693917763E+08;-7.9802034239E+07;5.3161931736E+04;1.4396764043E+01;2.5276440636E+01;6.9235159090E-02
2459812.8333;2022-Aug-21 08:00:00;1.2699097164E+08;-7.9711034776E+07;5.3410385584E+04;1.4377698258E+01;2.5278813684E+01;6.8793863541E-02
2459812.8750;2022-Aug-21 09:00:00;1.2704269713E+08;-7.9620026804E+07;5.3657241143E+04;1.4358699187E+01;2.5281167397E+01;6.8347226589E-02
2459812.9167;2022-Aug-21 10:00:00;1.2709435435E+08;-7.9529010393E+07;5.3902479247E+04;1.4339766844E+01;2.5283502336E+01;6.7895282879E-02
2459812.9583;2022-Aug-21 11:00:00;1.2714594353E+08;-7.9437985609E+07;5.4146080854E+04;1.4320901244E+01;2.5285819063E+01;6.7438067191E-02
2459813.0000;2022-Aug-21 12:00:00;1.2719746492E+08;-7.9346952517E+07;5.4388027047E+04;1.4302102395E+01;2.5288118139E+01;6.6975614437E-02
2459813.0417;2022-Aug-21 13:00:00;1.2724891875E+08;-7.9255911179E+07;5.4628299035E+04;1.4283370306E+01;2.5290400125E+01;6.6507959662E-02
2459813.0833;2022-Aug-21 14:00:00;1.2730030527E+08;-7.9164861656E+07;5.4866878156E+04;1.4264704983E+01;2.5292665578E+01;6.6035138050E-02
2459813.1250;2022-Aug-21 15:00:00;1.2735162471E+08;-7.9073804006E+07;5.5103745871E+04;1.4246106429E+01;2.5294915060E+01;6.5557184919E-02
2459813.1667;2022-Aug-21 16:00:00;1.2740287731E+08;-7.8982738286E+07;5.5338883772E+04;1.4227574644E+01;2.5297149127E+01;6.5074135728E-02
2459813.2083;2022-Aug-21 17:00:00;1.2745406333E+08;-7.8891664550E+07;5.5572273576E+04;1.4209109627E+01;2.5299368338E+01;6.4586026073E-02
2459813.2500;2022-Aug-21 18:00:00;1.2750518298E+08;-7.8800582851E+07;5.5803897130E+04;1.4190711373E+01;2.5301573250E+01;6.4092891695E-02
2459813.2917;2022-Aug-21 19:00:00;1.2755623653E+08;-7.8709493239E+07;5.6033736410E+04;1.4172379876E+01;2.5303764420E+01;6.3594768475E-02
2459813.3333;2022-Aug-21 20:00:00;1.2760722420E+08;-7.8618395763E+07;5.6261773520E+04;1.4154115125E+01;2.5305942404E+01;6.3091692441E-02
2459813.3750;2022-Aug-21 21:00:00;1.2765814624E+08;-7.8527290469E+07;5.6487990695E+04;1.4135917110E+01;2.5308107758E+01;6.2583699764E-02
2459813.4167;2022-Aug-21 22:00:00;1.2770900288E+08;-7.8436177402E+07;5.6712370302E+04;1.4117785816E+01;2.5310261038E+01;6.2070826767E-02
2459813.4583;2022-Aug-21 23:00:00;1.2775979437E+08;-7.8345056603E+07;5.6934894835E+04;1.4099721227E+01;2.5312402799E+01;6.1553109918E-02
2459813.5000;2022-Aug-22 00:00:00;1.2781052095E+08;-7.8253928115E+07;5.7155546924E+04;1.4081723323E+01;2.5314533596E+01;6.1030585839E-02
2459813.5417;2022-Aug-22 01:00:00;1.2786118286E+08;-7.8162791974E+07;5.7374309329E+04;1.4063792083E+01;2.5316653983E+01;6.0503291306E-02
2459813.5833;2022-Aug-22 02:00:00;1.2791178034E+08;-7.8071648218E+07;5.7591164942E+04;1.4045927482E+01;2.5318764514E+01;5.9971263247E-02
2459813.6250;2022-Aug-22 03:00:00;1.2796231362E+08;-7.7980496881E+07;5.7806096788E+04;1.4028129494E+01;2.5320865743E+01;5.9434538748E-02
2459813.6667;2022-Aug-22 04:00:00;1.2801278295E+08;-7.7889337995E+07;5.8019088029E+04;1.4010398089E+01;2.5322958223E+01;5.8893155054E-02
2459813.7083;2022-Aug-22 05:00:00;1.2806318857E+08;-7.7798171591E+07;5.8230121959E+04;1.3992733236E+01;2.5325042508E+01;5.8347149569E-02
2459813.7500;2022-Aug-22 06:00:00;1.2811353071E+08;-7.7706997698E+07;5.8439182005E+04;1.3975134901E+01;2.5327119151E+01;5.7796559861E-02
2459813.7917;2022-Aug-22 07:00:00;1.2816380962E+08;-7.7615816342E+07;5.8646251734E+04;1.3957603046E+01;2.5329188705E+01;5.7241423660E-02
2459813.8333;2022-Aug-22 08:00:00;1.2821402553E+08;-7.7524627547E+07;5.8851314845E+04;1.3940137633E+01;2.5331251722E+01;5.6681778864E-02
2459813.8750;2022-Aug-22 09:00:00;1.2826417869E+08;-7.7433431337E+07;5.9054355177E+04;1.3922738618E+01;2.5333308754E+01;5.6117663539E-02
2459813.9167;2022-Aug-22 10:00:00;1.2831426933E+08;-7.7342227731E+07;5.9255356704E+04;1.3905405959E+01;2.5335360355E+01;5.5549115918E-02
2459813.9583;2022-Aug-22 11:00:00;1.2836429769E+08;-7.7251016748E+07;5.9454303539E+04;1.3888139606E+01;2.5337407075E+01;5.4976174411E-02
2459814.0000;2022-Aug-22 12:00:00;1.2841426401E+08;-7.7159798405E+07;5.9651179933E+04;1.3870939512E+01;2.5339449468E+01;5.4398877599E-02
2459814.0417;2022-Aug-22 13:00:00;1.2846416853E+08;-7.7068572716E+07;5.9845970278E+04;1.3853805622E+01;2.5341488086E+01;5.3817264238E-02
2459814.0833;2022-Aug-22 14:00:00;1.2851401149E+08;-7.6977339695E+07;6.0038659103E+04;1.3836737882E+01;2.5343523479E+01;5.3231373265E-02
2459814.1250;2022-Aug-22 15:00:00;1.2856379313E+08;-7.6886099350E+07;6.0229231079E+04;1.3819736235E+01;2.5345556200E+01;5.2641243795E-02
2459814.1667;2022-Aug-22 16:00:00;1.2861351367E+08;-7.6794851693E+07;6.0417671019E+04;1.3802800619E+01;2.5347586800E+01;5.2046915126E-02
2459814.2083;2022-Aug-22 17:00:00;1.2866317337E+08;-7.6703596727E+07;6.0603963876E+04;1.3785930971E+01;2.5349615831E+01;5.1448426740E-02
2459814.2500;2022-Aug-22 18:00:00;1.2871277246E+08;-7.6612334460E+07;6.0788094748E+04;1.3769127226E+01;2.5351643846E+01;5.0845818305E-02
2459814.2917;2022-Aug-22 19:00:00;1.2876231117E+08;-7.6521064892E+07;6.0970048872E+04;1.3752389314E+01;2.5353671394E+01;5.0239129678E-02
2459814.3333;2022-Aug-22 20:00:00;1.2881178974E+08;-7.6429788026E+07;6.1149811633E+04;1.3735717165E+01;2.5355699029E+01;4.9628400906E-02
2459814.3750;2022-Aug-22 21:00:00;1.2886120841E+08;-7.6338503858E+07;6.1327368559E+04;1.3719110703E+01;2.5357727302E+01;4.9013672228E-02
2459814.4167;2022-Aug-22 22:00:00;1.2891056741E+08;-7.6247212388E+07;6.1502705322E+04;1.3702569852E+01;2.5359756764E+01;4.8394984078E-02
2459814.4583;2022-Aug-22 23:00:00;1.2895986699E+08;-7.6155913608E+07;6.1675807741E+04;1.3686094532E+01;2.5361787966E+01;4.7772377086E-02
2459814.5000;2022-Aug-23 00:00:00;1.2900910737E+08;-7.6064607512E+07;6.1846661783E+04;1.3669684660E+01;2.5363821462E+01;4.7145892079E-02
2459814.5417;2022-Aug-23 01:00:00;1.2905828880E+08;-7.5973294090E+07;6.2015253560E+04;1.3653340149E+01;2.5365857802E+01;4.6515570089E-02
2459814.5833;2022-Aug-23 02:00:00;1.2910741150E+08;-7.5881973331E+07;6.2181569333E+04;1.3637060912E+01;2.5367897538E+01;4.5881452345E-02
2459814.6250;2022-Aug-23 03:00:00;1.2915647571E+08;-7.5790645223E+07;6.2345595512E+04;1.3620846856E+01;2.5369941223E+01;4.5243580284E-02
2459814.6667;2022-Aug-23 04:00:00;1.2920548168E+08;-7.5699309749E+07;6.2507318656E+04;1.3604697888E+01;2.5371989408E+01;4.4601995549E-02
2459814.7083;2022-Aug-23 05:00:00;1.2925442962E+08;-7.5607966893E+07;6.2666725475E+04;1.3588613909E+01;2.5374042645E+01;4.3956739991E-02
2459814.7500;2022-Aug-23 06:00:00;1.2930331977E+08;-7.5516616635E+07;6.2823802829E+04;1.3572594818E+01;2.5376101486E+01;4.3307855671E-02
2459814.7917;2022-Aug-23 07:00:00;1.2935215238E+08;-7.5425258955E+07;6.2978537732E+04;1.3556640513E+01;2.5378166484E+01;4.2655384863E-02
2459814.8333;2022-Aug-23 08:00:00;1.2940092766E+08;-7.5333893829E+07;6.3130917347E+04;1.3540750886E+01;2.5380238190E+01;4.1999370055E-02
2459814.8750;2022-Aug-23 09:00:00;1.2944964586E+08;-7.5242521231E+07;6.3280928994E+04;1.3524925827E+01;2.5382317158E+01;4.1339853951E-02
2459814.9167;2022-Aug-23 10:00:00;1.2949830721E+08;-7.5151141136E+07;6.3428560146E+04;1.3509165223E+01;2.5384403939E+01;4.0676879473E-02
2459814.9583;2022-Aug-23 11:00:00;1.2954691193E+08;-7.5059753513E+07;6.3573798428E+04;1.3493468959E+01;2.5386499087E+01;4.0010489763E-02
2459815.0000;2022-Aug-23 12:00:00;1.2959546026E+08;-7.4968358332E+07;6.3716631626E+04;1.3477836914E+01;2.5388603153E+01;3.9340728185E-02
2459815.0417;2022-Aug-23 13:00:00;1.2964395243E+08;-7.4876955559E+07;6.3857047677E+04;1.3462268965E+01;2.5390716690E+01;3.8667638326E-02
2459815.0833;2022-Aug-23 14:00:00;1.2969238867E+08;-7.4785545159E+07;6.3995034680E+04;1.3446764988E+01;2.5392840252E+01;3.7991263998E-02
2459815.1250;2022-Aug-23 15:00:00;1.2974076922E+08;-7.4694127096E+07;6.4130580890E+04;1.3431324853E+01;2.5394974392E+01;3.7311649241E-02
2459815.1667;2022-Aug-23 16:00:00;1.2978909429E+08;-7.4602701330E+07;6.4263674719E+04;1.3415948426E+01;2.5397119661E+01;3.6628838321E-02
2459815.2083;2022-Aug-23 17:00:00;1.2983736412E+08;-7.4511267821E+07;6.4394304744E+04;1.3400635574E+01;2.5399276614E+01;3.5942875738E-02
2459815.2500;2022-Aug-23 18:00:00;1.2988557894E+08;-7.4419826524E+07;6.4522459696E+04;1.3385386154E+01;2.5401445803E+01;3.5253806222E-02
2459815.2917;2022-Aug-23 19:00:00;1.2993373898E+08;-7.4328377395E+07;6.4648128474E+04;1.3370200027E+01;2.5403627782E+01;3.4561674735E-02
2459815.3333;2022-Aug-23 20:00:00;1.2998184446E+08;-7.4236920388E+07;6.4771300134E+04;1.3355077044E+01;2.5405823103E+01;3.3866526476E-02
2459815.3750;2022-Aug-23 21:00:00;1.3002989561E+08;-7.4145455452E+07;6.4891963899E+04;1.3340017057E+01;2.5408032321E+01;3.3168406881E-02
2459815.4167;2022-Aug-23 22:00:00;1.3007789265E+08;-7.4053982538E+07;6.5010109153E+04;1.3325019912E+01;2.5410255989E+01;3.2467361623E-02
2459815.4583;2022-Aug-23 23:00:00;1.3012583583E+08;-7.3962501591E+07;6.5125725447E+04;1.3310085452E+01;2.5412494660E+01;3.1763436613E-02
2459815.5000;2022-Aug-24 00:00:00;1.3017372534E+08;-7.3871012558E+07;6.5238802496E+04;1.3295213518E+01;2.5414748887E+01;3.1056678006E-02
2459815.5417;2022-Aug-24 01:00:00;1.3022156144E+08;-7.3779515380E+07;6.5349330184E+04;1.3280403945E+01;2.5417019224E+01;3.0347132197E-02
2459815.5833;2022-Aug-24 02:00:00;1.3026934433E+08;-7.3688009999E+07;6.5457298559E+04;1.3265656565E+01;2.5419306225E+01;2.9634845824E-02
2459815.6250;2022-Aug-24 03:00:00;1.3031707424E+08;-7.3596496355E+07;6.5562697841E+04;1.3250971208E+01;2.5421610442E+01;2.8919865772E-02
2459815.6667;2022-Aug-24 04:00:00;1.3036475139E+08;-7.3504974383E+07;6.5665518417E+04;1.3236347699E+01;2.5423932430E+01;2.8202239171E-02
2459815.7083;2022-Aug-24 05:00:00;1.3041237602E+08;-7.3413444019E+07;6.5765750844E+04;1.3221785858E+01;2.5426272741E+01;2.7482013395E-02
2459815.7500;2022-Aug-24 06:00:00;1.3045994833E+08;-7.3321905196E+07;6.5863385852E+04;1.3207285503E+01;2.5428631929E+01;2.6759236071E-02
2459815.7917;2022-Aug-24 07:00:00;1.3050746855E+08;-7.3230357846E+07;6.5958414340E+04;1.3192846448E+01;2.5431010548E+01;2.6033955072E-02
2459815.8333;2022-Aug-24 08:00:00;1.3055493689E+08;-7.3138801896E+07;6.6050827382E+04;1.3178468503E+01;2.5433409150E+01;2.5306218522E-02
2459815.8750;2022-Aug-24 09:00:00;1.3060235359E+08;-7.3047237275E+07;6.6140616224E+04;1.3164151473E+01;2.5435828288E+01;2.4576074796E-02
2459815.9167;2022-Aug-24 10:00:00;1.3064971886E+08;-7.2955663908E+07;6.6227772290E+04;1.3149895161E+01;2.5438268515E+01;2.3843572520E-02
2459815.9583;2022-Aug-24 11:00:00;1.3069703291E+08;-7.2864081716E+07;6.6312287175E+04;1.3135699364E+01;2.5440730385E+01;2.3108760574E-02
2459816.0000;2022-Aug-24 12:00:00;1.3074429597E+08;-7.2772490622E+07;6.6394152653E+04;1.3121563877E+01;2.5443214450E+01;2.2371688092E-02
2459816.0417;2022-Aug-24 13:00:00;1.3079150824E+08;-7.2680890545E+07;6.6473360676E+04;1.3107488489E+01;2.5445721261E+01;2.1632404460E-02
2459816.0833;2022-Aug-24 14:00:00;1.3083866995E+08;-7.2589281401E+07;6.6549903372E+04;1.3093472987E+01;2.5448251372E+01;2.0890959319E-02
2459816.1250;2022-Aug-24 15:00:00;1.3088578132E+08;-7.2497663106E+07;6.6623773049E+04;1.3079517153E+01;2.5450805335E+01;2.0147402569E-02
2459816.1667;2022-Aug-24 16:00:00;1.3093284255E+08;-7.2406035573E+07;6.6694962196E+04;1.3065620764E+01;2.5453383700E+01;1.9401784360E-02
2459816.2083;2022-Aug-24 17:00:00;1.3097985386E+08;-7.2314398714E+07;6.6763463483E+04;1.3051783593E+01;2.5455987020E+01;1.8654155103E-02
2459816.2500;2022-Aug-24 18:00:00;1.3102681546E+08;-7.2222752436E+07;6.6829269761E+04;1.3038005411E+01;2.5458615845E+01;1.7904565464E-02
2459816.2917;2022-Aug-24 19:00:00;1.3107372757E+08;-7.2131096648E+07;6.6892374063E+04;1.3024285982E+01;2.5461270727E+01;1.7153066366E-02
2459816.3333;2022-Aug-24 20:00:00;1.3112059039E+08;-7.2039431255E+07;6.6952769609E+04;1.3010625068E+01;2.5463952215E+01;1.6399708987E-02
2459816.3750;2022-Aug-24 21:00:00;1.3116740414E+08;-7.1947756160E+07;6.7010449800E+04;1.2997022425E+01;2.5466660860E+01;1.5644544767E-02
2459816.4167;2022-Aug-24 22:00:00;1.3121416902E+08;-7.1856071264E+07;6.7065408225E+04;1.2983477805E+01;2.5469397210E+01;1.4887625398E-02
2459816.4583;2022-Aug-24 23:00:00;1.3126088525E+08;-7.1764376466E+07;6.7117638659E+04;1.2969990956E+01;2.5472161817E+01;1.4129002834E-02
2459816.5000;2022-Aug-25 00:00:00;1.3130755303E+08;-7.1672671664E+07;6.7167135064E+04;1.2956561622E+01;2.5474955227E+01;1.3368729284E-02
2459816.5417;2022-Aug-25 01:00:00;1.3135417256E+08;-7.1580956753E+07;6.7213891591E+04;1.2943189543E+01;2.5477777988E+01;1.2606857214E-02
2459816.5833;2022-Aug-25 02:00:00;1.3140074406E+08;-7.1489231627E+07;6.7257902581E+04;1.2929874452E+01;2.5480630649E+01;1.1843439348E-02
2459816.6250;2022-Aug-25 03:00:00;1.3144726773E+08;-7.1397496176E+07;6.7299162563E+04;1.2916616080E+01;2.5483513757E+01;1.1078528667E-02
2459816.6667;2022-Aug-25 04:00:00;1.3149374376E+08;-7.1305750290E+07;6.7337666260E+04;1.2903414153E+01;2.5486427857E+01;1.0312178407E-02
2459816.7083;2022-Aug-25 05:00:00;1.3154017237E+08;-7.1213993857E+07;6.7373408584E+04;1.2890268392E+01;2.5489373495E+01;9.5444420600E-03
2459816.7500;2022-Aug-25 06:00:00;1.3158655376E+08;-7.1122226763E+07;6.7406384644E+04;1.2877178513E+01;2.5492351215E+01;8.7753733754E-03
2459816.7917;2022-Aug-25 07:00:00;1.3163288813E+08;-7.1030448890E+07;6.7436589739E+04;1.2864144229E+01;2.5495361563E+01;8.0050263557E-03
2459816.8333;2022-Aug-25 08:00:00;1.3167917567E+08;-7.0938660120E+07;6.7464019365E+04;1.2851165247E+01;2.5498405082E+01;7.2334552579E-03
2459816.8750;2022-Aug-25 09:00:00;1.3172541658E+08;-7.0846860333E+07;6.7488669213E+04;1.2838241270E+01;2.5501482313E+01;6.4607145927E-03
2459816.9167;2022-Aug-25 10:00:00;1.3177161107E+08;-7.0755049406E+07;6.7510535172E+04;1.2825371996E+01;2.5504593799E+01;5.6868591231E-03
2459816.9583;2022-Aug-25 11:00:00;1.3181775933E+08;-7.0663227215E+07;6.7529613327E+04;1.2812557118E+01;2.5507740080E+01;4.9119438640E-03
2459817.0000;2022-Aug-25 12:00:00;1.3186386155E+08;-7.0571393635E+07;6.7545899962E+04;1.2799796325E+01;2.5510921696E+01;4.1360240810E-03
2459817.0417;2022-Aug-25 13:00:00;1.3190991792E+08;-7.0479548536E+07;6.7559391562E+04;1.2787089300E+01;2.5514139187E+01;3.3591552891E-03
2459817.0833;2022-Aug-25 14:00:00;1.3195592865E+08;-7.0387691789E+07;6.7570084808E+04;1.2774435723E+01;2.5517393089E+01;2.5813932520E-03
2459817.1250;2022-Aug-25 15:00:00;1.3200189393E+08;-7.0295823262E+07;6.7577976588E+04;1.2761835268E+01;2.5520683939E+01;1.8027939805E-03
2459817.1667;2022-Aug-25 16:00:00;1.3204781393E+08;-7.0203942820E+07;6.7583063988E+04;1.2749287605E+01;2.5524012273E+01;1.0234137313E-03
2459817.2083;2022-Aug-25 17:00:00;1.3209368886E+08;-7.0112050328E+07;6.7585344298E+04;1.2736792397E+01;2.5527378626E+01;2.4330900553E-04
2459817.2500;2022-Aug-25 18:00:00;1.3213951890E+08;-7.0020145647E+07;6.7584815012E+04;1.2724349304E+01;2.5530783530E+01;-5.3746345252E-04
2459817.2917;2022-Aug-25 19:00:00;1.3218530424E+08;-6.9928228639E+07;6.7581473828E+04;1.2711957982E+01;2.5534227518E+01;-1.3188466573E-03
2459817.3333;2022-Aug-25 20:00:00;1.3223104506E+08;-6.9836299162E+07;6.7575318651E+04;1.2699618080E+01;2.5537711119E+01;-2.1007833834E-03
2459817.3750;2022-Aug-25 21:00:00;1.3227674155E+08;-6.9744357071E+07;6.7566347592E+04;1.2687329242E+01;2.5541234864E+01;-2.8832161676E-03
2459817.4167;2022-Aug-25 22:00:00;1.3232239389E+08;-6.9652402222E+07;6.7554558969E+04;1.2675091110E+01;2.5544799279E+01;-3.6660873103E-03
2459817.4583;2022-Aug-25 23:00:00;1.3236800226E+08;-6.9560434467E+07;6.7539951307E+04;1.2662903316E+01;2.5548404892E+01;-4.4493388779E-03
2459817.5000;2022-Aug-26 00:00:00;1.3241356685E+08;-6.9468453657E+07;6.7522523342E+04;1.2650765492E+01;2.5552052226E+01;-5.2329127043E-03
2459817.5417;2022-Aug-26 01:00:00;1.3245908783E+08;-6.9376459640E+07;6.7502274019E+04;1.2638677261E+01;2.5555741806E+01;-6.0167503936E-03
2459817.5833;2022-Aug-26 02:00:00;1.3250456539E+08;-6.9284452264E+07;6.7479202493E+04;1.2626638245E+01;2.5559474153E+01;-6.8007933217E-03
2459817.6250;2022-Aug-26 03:00:00;1.3254999969E+08;-6.9192431374E+07;6.7453308131E+04;1.2614648056E+01;2.5563249787E+01;-7.5849826389E-03
2459817.6667;2022-Aug-26 04:00:00;1.3259539091E+08;-6.9100396813E+07;6.7424590513E+04;1.2602706306E+01;2.5567069225E+01;-8.3692592723E-03
2459817.7083;2022-Aug-26 05:00:00;1.3264073923E+08;-6.9008348423E+07;6.7393049431E+04;1.2590812597E+01;2.5570932985E+01;-9.1535639280E-03
2459817.7500;2022-Aug-26 06:00:00;1.3268604482E+08;-6.8916286042E+07;6.7358684891E+04;1.2578966530E+01;2.5574841581E+01;-9.9378370940E-03
2459817.7917;2022-Aug-26 07:00:00;1.3273130785E+08;-6.8824209509E+07;6.7321497113E+04;1.2567167699E+01;2.5578795525E+01;-1.0722019042E-02
2459817.8333;2022-Aug-26 08:00:00;1.3277652848E+08;-6.8732118659E+07;6.7281486535E+04;1.2555415692E+01;2.5582795329E+01;-1.1506049832E-02
2459817.8750;2022-Aug-26 09:00:00;1.3282170690E+08;-6.8640013327E+07;6.7238653808E+04;1.2543710093E+01;2.5586841500E+01;-1.2289869312E-02
2459817.9167;2022-Aug-26 10:00:00;1.3286684325E+08;-6.8547893344E+07;6.7192999802E+04;1.2532050482E+01;2.5590934546E+01;-1.3073417125E-02
2459817.9583;2022-Aug-26 11:00:00;1.3291193771E+08;-6.8455758541E+07;6.7144525604E+04;1.2520436430E+01;2.5595074971E+01;-1.3856632707E-02
2459818.0000;2022-Aug-26 12:00:00;1.3295699045E+08;-6.8363608747E+07;6.7093232518E+04;1.2508867507E+01;2.5599263277E+01;-1.4639455294E-02
2459818.0417;2022-Aug-26 13:00:00;1.3300200161E+08;-6.8271443788E+07;6.7039122070E+04;1.2497343275E+01;2.5603499964E+01;-1.5421823925E-02
2459818.0833;2022-Aug-26 14:00:00;1.3304697137E+08;-6.8179263488E+07;6.6982196004E+04;1.2485863293E+01;2.5607785530E+01;-1.6203677442E-02
2459818.1250;2022-Aug-26 15:00:00;1.3309189988E+08;-6.8087067672E+07;6.6922456284E+04;1.2474427112E+01;2.5612120471E+01;-1.6984954496E-02
2459818.1667;2022-Aug-26 16:00:00;1.3313678730E+08;-6.7994856161E+07;6.6859905097E+04;1.2463034280E+01;2.5616505278E+01;-1.7765593552E-02
2459818.2083;2022-Aug-26 17:00:00;1.3318163378E+08;-6.7902628774E+07;6.6794544850E+04;1.2451684339E+01;2.5620940444E+01;-1.8545532887E-02
2459818.2500;2022-Aug-26 18:00:00;1.3322643948E+08;-6.7810385329E+07;6.6726378174E+04;1.2440376825E+01;2.5625426455E+01;-1.9324710599E-02
2459818.2917;2022-Aug-26 19:00:00;1.3327120454E+08;-6.7718125642E+07;6.6655407923E+04;1.2429111270E+01;2.5629963796E+01;-2.0103064608E-02
2459818.3333;2022-Aug-26 20:00:00;1.3331592913E+08;-6.7625849527E+07;6.6581637172E+04;1.2417887201E+01;2.5634552952E+01;-2.0880532660E-02
2459818.3750;2022-Aug-26 21:00:00;1.3336061338E+08;-6.7533556798E+07;6.6505069225E+04;1.2406704137E+01;2.5639194400E+01;-2.1657052330E-02
2459818.4167;2022-Aug-26 22:00:00;1.3340525745E+08;-6.7441247264E+07;6.6425707609E+04;1.2395561596E+01;2.5643888618E+01;-2.2432561031E-02
2459818.4583;2022-Aug-26 23:00:00;1.3344986147E+08;-6.7348920736E+07;6.6343556075E+04;1.2384459086E+01;2.5648636081E+01;-2.3206996009E-02
2459818.5000;2022-Aug-27 00:00:00;1.3349442560E+08;-6.7256577020E+07;6.6258618601E+04;1.2373396113E+01;2.5653437259E+01;-2.3980294356E-02
2459818.5417;2022-Aug-27 01:00:00;1.3353894997E+08;-6.7164215923E+07;6.6170899395E+04;1.2362372177E+01;2.5658292621E+01;-2.4752393007E-02
2459818.5833;2022-Aug-27 02:00:00;1.3358343473E+08;-6.7071837248E+07;6.6080402887E+04;1.2351386773E+01;2.5663202632E+01;-2.5523228750E-02
2459818.6250;2022-Aug-27 03:00:00;1.3362788000E+08;-6.6979440798E+07;6.5987133739E+04;1.2340439389E+01;2.5668167754E+01;-2.6292738227E-02
2459818.6667;2022-Aug-27 04:00:00;1.3367228593E+08;-6.6887026373E+07;6.5891096840E+04;1.2329529510E+01;2.5673188445E+01;-2.7060857939E-02
2459818.7083;2022-Aug-27 05:00:00;1.3371665266E+08;-6.6794593774E+07;6.5792297306E+04;1.2318656614E+01;2.5678265162E+01;-2.7827524250E-02
2459818.7500;2022-Aug-27 06:00:00;1.3376098031E+08;-6.6702142796E+07;6.5690740486E+04;1.2307820175E+01;2.5683398357E+01;-2.8592673393E-02
2459818.7917;2022-Aug-27 07:00:00;1.3380526901E+08;-6.6609673237E+07;6.5586431955E+04;1.2297019660E+01;2.5688588477E+01;-2.9356241475E-02
2459818.8333;2022-Aug-27 08:00:00;1.3384951889E+08;-6.6517184890E+07;6.5479377521E+04;1.2286254533E+01;2.5693835970E+01;-3.0118164477E-02
2459818.8750;2022-Aug-27 09:00:00;1.3389373008E+08;-6.6424677549E+07;6.5369583222E+04;1.2275524252E+01;2.5699141276E+01;-3.0878378267E-02
2459818.9167;2022-Aug-27 10:00:00;1.3393790271E+08;-6.6332151003E+07;6.5257055326E+04;1.2264828268E+01;2.5704504834E+01;-3.1636818595E-02
2459818.9583;2022-Aug-27 11:00:00;1.3398203689E+08;-6.6239605044E+07;6.5141800333E+04;1.2254166029E+01;2.5709927078E+01;-3.2393421108E-02
2459819.0000;2022-Aug-27 12:00:00;1.3402613274E+08;-6.6147039457E+07;6.5023824977E+04;1.2243536978E+01;2.5715408439E+01;-3.3148121348E-02
2459819.0417;2022-Aug-27 13:00:00;1.3407019039E+08;-6.6054454031E+07;6.4903136220E+04;1.2232940550E+01;2.5720949345E+01;-3.3900854757E-02
2459819.0833;2022-Aug-27 14:00:00;1.3411420995E+08;-6.5961848550E+07;6.4779741260E+04;1.2222376177E+01;2.5726550219E+01;-3.4651556688E-02
2459819.1250;2022-Aug-27 15:00:00;1.3415819154E+08;-6.5869222797E+07;6.4653647527E+04;1.2211843286E+01;2.5732211479E+01;-3.5400162405E-02
2459819.1667;2022-Aug-27 16:00:00;1.3420213526E+08;-6.5776576555E+07;6.4524862684E+04;1.2201341298E+01;2.5737933541E+01;-3.6146607089E-02
2459819.2083;2022-Aug-27 17:00:00;1.3424604123E+08;-6.5683909602E+07;6.4393394627E+04;1.2190869629E+01;2.5743716817E+01;-3.6890825845E-02
2459819.2500;2022-Aug-27 18:00:00;1.3428990956E+08;-6.5591221720E+07;6.4259251487E+04;1.2180427691E+01;2.5749561713E+01;-3.7632753707E-02
2459819.2917;2022-Aug-27 19:00:00;1.3433374035E+08;-6.5498512684E+07;6.4122441628E+04;1.2170014888E+01;2.5755468633E+01;-3.8372325642E-02
2459819.3333;2022-Aug-27 20:00:00;1.3437753370E+08;-6.5405782270E+07;6.3982973648E+04;1.2159630622E+01;2.5761437974E+01;-3.9109476557E-02
2459819.3750;2022-Aug-27 21:00:00;1.3442128972E+08;-6.5313030255E+07;6.3840856380E+04;1.2149274288E+01;2.5767470131E+01;-3.9844141304E-02
2459819.4167;2022-Aug-27 22:00:00;1.3446500851E+08;-6.5220256410E+07;6.3696098892E+04;1.2138945277E+01;2.5773565494E+01;-4.0576254688E-02
