t;dt;x;y;z;vx;vy;vz
2459654.7500;2022-Mar-16 06:00:00;-1.4994926680E+08;1.2727577584E+07;6.1456312460E+04;-3.3706742590E+00;-3.0709929081E+01;-1.2210488448E-02
2459654.7917;2022-Mar-16 07:00:00;-1.4996134795E+08;1.2617010282E+07;6.1410850969E+04;-3.3410679031E+00;-3.0716334946E+01;-1.3045878251E-02
2459654.8333;2022-Mar-16 08:00:00;-1.4997332243E+08;1.2506420079E+07;6.1362382303E+04;-3.3114100181E+00;-3.0722651942E+01;-1.3881128877E-02
2459654.8750;2022-Mar-16 09:00:00;-1.4998519004E+08;1.2395807296E+07;6.1310907099E+04;-3.2817011913E+00;-3.0728879452E+01;-1.4716164943E-02
2459654.9167;2022-Mar-16 10:00:00;-1.4999695061E+08;1.2285172255E+07;6.1256426264E+04;-3.2519420186E+00;-3.0735016864E+01;-1.5550910611E-02
2459654.9583;2022-Mar-16 11:00:00;-1.5000860396E+08;1.2174515283E+07;6.1198940982E+04;-3.2221331043E+00;-3.0741063567E+01;-1.6385289598E-02
2459655.0000;2022-Mar-16 12:00:00;-1.5002014991E+08;1.2063836707E+07;6.1138452711E+04;-3.1922750613E+00;-3.0747018956E+01;-1.7219225178E-02
2459655.0417;2022-Mar-16 13:00:00;-1.5003158829E+08;1.1953136857E+07;6.1074963186E+04;-3.1623685113E+00;-3.0752882427E+01;-1.8052640189E-02
2459655.0833;2022-Mar-16 14:00:00;-1.5004291891E+08;1.1842416065E+07;6.1008474419E+04;-3.1324140844E+00;-3.0758653383E+01;-1.8885457044E-02
2459655.1250;2022-Mar-16 15:00:00;-1.5005414161E+08;1.1731674664E+07;6.0938988706E+04;-3.1024124193E+00;-3.0764331229E+01;-1.9717597729E-02
2459655.1667;2022-Mar-16 16:00:00;-1.5006525622E+08;1.1620912992E+07;6.0866508621E+04;-3.0723641635E+00;-3.0769915374E+01;-2.0548983819E-02
2459655.2083;2022-Mar-16 17:00:00;-1.5007626258E+08;1.1510131387E+07;6.0791037023E+04;-3.0422699730E+00;-3.0775405232E+01;-2.1379536480E-02
2459655.2500;2022-Mar-16 18:00:00;-1.5008716051E+08;1.1399330188E+07;6.0712577054E+04;-3.0121305126E+00;-3.0780800221E+01;-2.2209176475E-02
2459655.2917;2022-Mar-16 19:00:00;-1.5009794986E+08;1.1288509740E+07;6.0631132143E+04;-2.9819464555E+00;-3.0786099764E+01;-2.3037824179E-02
2459655.3333;2022-Mar-16 20:00:00;-1.5010863047E+08;1.1177670385E+07;6.0546706006E+04;-2.9517184838E+00;-3.0791303287E+01;-2.3865399578E-02
2459655.3750;2022-Mar-16 21:00:00;-1.5011920219E+08;1.1066812472E+07;6.0459302649E+04;-2.9214472880E+00;-3.0796410224E+01;-2.4691822286E-02
2459655.4167;2022-Mar-16 22:00:00;-1.5012966484E+08;1.0955936348E+07;6.0368926366E+04;-2.8911335674E+00;-3.0801420011E+01;-2.5517011546E-02
2459655.4583;2022-Mar-16 23:00:00;-1.5014001830E+08;1.0845042365E+07;6.0275581743E+04;-2.8607780299E+00;-3.0806332090E+01;-2.6340886242E-02
2459655.5000;2022-Mar-17 00:00:00;-1.5015026240E+08;1.0734130875E+07;6.0179273660E+04;-2.8303813919E+00;-3.0811145910E+01;-2.7163364909E-02
2459655.5417;2022-Mar-17 01:00:00;-1.5016039699E+08;1.0623202233E+07;6.0080007290E+04;-2.7999443786E+00;-3.0815860923E+01;-2.7984365742E-02
2459655.5833;2022-Mar-17 02:00:00;-1.5017042195E+08;1.0512256796E+07;5.9977788099E+04;-2.7694677236E+00;-3.0820476588E+01;-2.8803806603E-02
2459655.6250;2022-Mar-17 03:00:00;-1.5018033712E+08;1.0401294922E+07;5.9872621853E+04;-2.7389521690E+00;-3.0824992369E+01;-2.9621605034E-02
2459655.6667;2022-Mar-17 04:00:00;-1.5019014236E+08;1.0290316971E+07;5.9764514613E+04;-2.7083984657E+00;-3.0829407736E+01;-3.0437678263E-02
2459655.7083;2022-Mar-17 05:00:00;-1.5019983754E+08;1.0179323307E+07;5.9653472739E+04;-2.6778073728E+00;-3.0833722166E+01;-3.1251943219E-02
2459655.7500;2022-Mar-17 06:00:00;-1.5020942253E+08;1.0068314293E+07;5.9539502892E+04;-2.6471796581E+00;-3.0837935141E+01;-3.2064316541E-02
2459655.7917;2022-Mar-17 07:00:00;-1.5021889719E+08;9.9572902963E+06;5.9422612031E+04;-2.6165160976E+00;-3.0842046150E+01;-3.2874714587E-02
2459655.8333;2022-Mar-17 08:00:00;-1.5022826140E+08;9.8462516840E+06;5.9302807418E+04;-2.5858174760E+00;-3.0846054688E+01;-3.3683053445E-02
2459655.8750;2022-Mar-17 09:00:00;-1.5023751503E+08;9.7351988261E+06;5.9180096618E+04;-2.5550845862E+00;-3.0849960258E+01;-3.4489248946E-02
2459655.9167;2022-Mar-17 10:00:00;-1.5024665797E+08;9.6241320943E+06;5.9054487499E+04;-2.5243182293E+00;-3.0853762369E+01;-3.5293216677E-02
2459655.9583;2022-Mar-17 11:00:00;-1.5025569009E+08;9.5130518618E+06;5.8925988233E+04;-2.4935192149E+00;-3.0857460535E+01;-3.6094871988E-02
2459656.0000;2022-Mar-17 12:00:00;-1.5026461127E+08;9.4019585037E+06;5.8794607297E+04;-2.4626883607E+00;-3.0861054281E+01;-3.6894130009E-02
2459656.0417;2022-Mar-17 13:00:00;-1.5027342141E+08;9.2908523969E+06;5.8660353475E+04;-2.4318264925E+00;-3.0864543136E+01;-3.7690905657E-02
2459656.0833;2022-Mar-17 14:00:00;-1.5028212038E+08;9.1797339196E+06;5.8523235857E+04;-2.4009344445E+00;-3.0867926638E+01;-3.8485113653E-02
2459656.1250;2022-Mar-17 15:00:00;-1.5029070810E+08;9.0686034520E+06;5.8383263841E+04;-2.3700130586E+00;-3.0871204333E+01;-3.9276668534E-02
2459656.1667;2022-Mar-17 16:00:00;-1.5029918444E+08;8.9574613759E+06;5.8240447131E+04;-2.3390631849E+00;-3.0874375774E+01;-4.0065484663E-02
2459656.2083;2022-Mar-17 17:00:00;-1.5030754932E+08;8.8463080745E+06;5.8094795741E+04;-2.3080856813E+00;-3.0877440522E+01;-4.0851476246E-02
2459656.2500;2022-Mar-17 18:00:00;-1.5031580263E+08;8.7351439327E+06;5.7946319994E+04;-2.2770814138E+00;-3.0880398145E+01;-4.1634557341E-02
2459656.2917;2022-Mar-17 19:00:00;-1.5032394428E+08;8.6239693369E+06;5.7795030524E+04;-2.2460512558E+00;-3.0883248221E+01;-4.2414641876E-02
2459656.3333;2022-Mar-17 20:00:00;-1.5033197417E+08;8.5127846750E+06;5.7640938272E+04;-2.2149960888E+00;-3.0885990337E+01;-4.3191643661E-02
2459656.3750;2022-Mar-17 21:00:00;-1.5033989222E+08;8.4015903365E+06;5.7484054492E+04;-2.1839168017E+00;-3.0888624085E+01;-4.3965476399E-02
2459656.4167;2022-Mar-17 22:00:00;-1.5034769834E+08;8.2903867121E+06;5.7324390748E+04;-2.1528142911E+00;-3.0891149070E+01;-4.4736053706E-02
2459656.4583;2022-Mar-17 23:00:00;-1.5035539245E+08;8.1791741942E+06;5.7161958916E+04;-2.1216894608E+00;-3.0893564903E+01;-4.5503289121E-02
2459656.5000;2022-Mar-18 00:00:00;-1.5036297448E+08;8.0679531763E+06;5.6996771181E+04;-2.0905432222E+00;-3.0895871204E+01;-4.6267096122E-02
2459656.5417;2022-Mar-18 01:00:00;-1.5037044434E+08;7.9567240534E+06;5.6828840042E+04;-2.0593764939E+00;-3.0898067603E+01;-4.7027388142E-02
2459656.5833;2022-Mar-18 02:00:00;-1.5037780197E+08;7.8454872219E+06;5.6658178308E+04;-2.0281902018E+00;-3.0900153741E+01;-4.7784078580E-02
2459656.6250;2022-Mar-18 03:00:00;-1.5038504729E+08;7.7342430792E+06;5.6484799102E+04;-1.9969852787E+00;-3.0902129264E+01;-4.8537080823E-02
2459656.6667;2022-Mar-18 04:00:00;-1.5039218024E+08;7.6229920243E+06;5.6308715856E+04;-1.9657626646E+00;-3.0903993833E+01;-4.9286308253E-02
2459656.7083;2022-Mar-18 05:00:00;-1.5039920076E+08;7.5117344572E+06;5.6129942316E+04;-1.9345233061E+00;-3.0905747113E+01;-5.0031674269E-02
2459656.7500;2022-Mar-18 06:00:00;-1.5040610879E+08;7.4004707790E+06;5.5948492539E+04;-1.9032681567E+00;-3.0907388784E+01;-5.0773092300E-02
2459656.7917;2022-Mar-18 07:00:00;-1.5041290427E+08;7.2892013922E+06;5.5764380893E+04;-1.8719981768E+00;-3.0908918533E+01;-5.1510475821E-02
2459656.8333;2022-Mar-18 08:00:00;-1.5041958716E+08;7.1779267002E+06;5.5577622058E+04;-1.8407143329E+00;-3.0910336058E+01;-5.2243738371E-02
2459656.8750;2022-Mar-18 09:00:00;-1.5042615740E+08;7.0666471076E+06;5.5388231025E+04;-1.8094175982E+00;-3.0911641067E+01;-5.2972793564E-02
2459656.9167;2022-Mar-18 10:00:00;-1.5043261495E+08;6.9553630199E+06;5.5196223097E+04;-1.7781089523E+00;-3.0912833279E+01;-5.3697555111E-02
2459656.9583;2022-Mar-18 11:00:00;-1.5043895977E+08;6.8440748437E+06;5.5001613884E+04;-1.7467893806E+00;-3.0913912423E+01;-5.4417936834E-02
2459657.0000;2022-Mar-18 12:00:00;-1.5044519182E+08;6.7327829865E+06;5.4804419311E+04;-1.7154598750E+00;-3.0914878240E+01;-5.5133852681E-02
2459657.0417;2022-Mar-18 13:00:00;-1.5045131107E+08;6.6214878567E+06;5.4604655607E+04;-1.6841214329E+00;-3.0915730479E+01;-5.5845216747E-02
2459657.0833;2022-Mar-18 14:00:00;-1.5045731749E+08;6.5101898636E+06;5.4402339315E+04;-1.6527750578E+00;-3.0916468903E+01;-5.6551943285E-02
2459657.1250;2022-Mar-18 15:00:00;-1.5046321104E+08;6.3988894174E+06;5.4197487283E+04;-1.6214217587E+00;-3.0917093285E+01;-5.7253946727E-02
2459657.1667;2022-Mar-18 16:00:00;-1.5046899172E+08;6.2875869291E+06;5.3990116669E+04;-1.5900625501E+00;-3.0917603408E+01;-5.7951141701E-02
2459657.2083;2022-Mar-18 17:00:00;-1.5047465949E+08;6.1762828102E+06;5.3780244935E+04;-1.5586984520E+00;-3.0917999067E+01;-5.8643443045E-02
2459657.2500;2022-Mar-18 18:00:00;-1.5048021434E+08;6.0649774734E+06;5.3567889853E+04;-1.5273304894E+00;-3.0918280071E+01;-5.9330765829E-02
2459657.2917;2022-Mar-18 19:00:00;-1.5048565626E+08;5.9536713315E+06;5.3353069497E+04;-1.4959596926E+00;-3.0918446237E+01;-6.0013025367E-02
2459657.3333;2022-Mar-18 20:00:00;-1.5049098525E+08;5.8423647985E+06;5.3135802248E+04;-1.4645870967E+00;-3.0918497395E+01;-6.0690137238E-02
2459657.3750;2022-Mar-18 21:00:00;-1.5049620129E+08;5.7310582885E+06;5.2916106787E+04;-1.4332137416E+00;-3.0918433388E+01;-6.1362017301E-02
2459657.4167;2022-Mar-18 22:00:00;-1.5050130439E+08;5.6197522164E+06;5.2694002102E+04;-1.4018406717E+00;-3.0918254068E+01;-6.2028581715E-02
2459657.4583;2022-Mar-18 23:00:00;-1.5050629454E+08;5.5084469977E+06;5.2469507478E+04;-1.3704689361E+00;-3.0917959303E+01;-6.2689746955E-02
2459657.5000;2022-Mar-19 00:00:00;-1.5051117177E+08;5.3971430482E+06;5.2242642503E+04;-1.3390995878E+00;-3.0917548969E+01;-6.3345429829E-02
2459657.5417;2022-Mar-19 01:00:00;-1.5051593607E+08;5.2858407840E+06;5.2013427062E+04;-1.3077336844E+00;-3.0917022958E+01;-6.3995547496E-02
2459657.5833;2022-Mar-19 02:00:00;-1.5052058746E+08;5.1745406218E+06;5.1781881338E+04;-1.2763722871E+00;-3.0916381172E+01;-6.4640017486E-02
2459657.6250;2022-Mar-19 03:00:00;-1.5052512595E+08;5.0632429786E+06;5.1548025811E+04;-1.2450164610E+00;-3.0915623526E+01;-6.5278757713E-02
2459657.6667;2022-Mar-19 04:00:00;-1.5052955158E+08;4.9519482715E+06;5.1311881256E+04;-1.2136672748E+00;-3.0914749948E+01;-6.5911686498E-02
2459657.7083;2022-Mar-19 05:00:00;-1.5053386437E+08;4.8406569181E+06;5.1073468740E+04;-1.1823258007E+00;-3.0913760377E+01;-6.6538722582E-02
2459657.7500;2022-Mar-19 06:00:00;-1.5053806434E+08;4.7293693360E+06;5.0832809622E+04;-1.1509931142E+00;-3.0912654767E+01;-6.7159785147E-02
2459657.7917;2022-Mar-19 07:00:00;-1.5054215153E+08;4.6180859431E+06;5.0589925552E+04;-1.1196702936E+00;-3.0911433084E+01;-6.7774793830E-02
2459657.8333;2022-Mar-19 08:00:00;-1.5054612598E+08;4.5068071572E+06;5.0344838467E+04;-1.0883584205E+00;-3.0910095306E+01;-6.8383668746E-02
2459657.8750;2022-Mar-19 09:00:00;-1.5054998772E+08;4.3955333962E+06;5.0097570592E+04;-1.0570585790E+00;-3.0908641424E+01;-6.8986330500E-02
2459657.9167;2022-Mar-19 10:00:00;-1.5055373681E+08;4.2842650782E+06;4.9848144438E+04;-1.0257718557E+00;-3.0907071444E+01;-6.9582700209E-02
2459657.9583;2022-Mar-19 11:00:00;-1.5055737330E+08;4.1730026211E+06;4.9596582795E+04;-9.9449933972E-01;-3.0905385383E+01;-7.0172699517E-02
2459658.0000;2022-Mar-19 12:00:00;-1.5056089723E+08;4.0617464427E+06;4.9342908739E+04;-9.6324212225E-01;-3.0903583271E+01;-7.0756250613E-02
2459658.0417;2022-Mar-19 13:00:00;-1.5056430866E+08;3.9504969608E+06;4.9087145622E+04;-9.3200129646E-01;-3.0901665154E+01;-7.1333276250E-02
2459658.0833;2022-Mar-19 14:00:00;-1.5056760766E+08;3.8392545928E+06;4.8829317073E+04;-9.0077795731E-01;-3.0899631089E+01;-7.1903699758E-02
2459658.1250;2022-Mar-19 15:00:00;-1.5057079429E+08;3.7280197560E+06;4.8569446997E+04;-8.6957320135E-01;-3.0897481146E+01;-7.2467445067E-02
2459658.1667;2022-Mar-19 16:00:00;-1.5057386861E+08;3.6167928675E+06;4.8307559573E+04;-8.3838812654E-01;-3.0895215409E+01;-7.3024436721E-02
2459658.2083;2022-Mar-19 17:00:00;-1.5057683070E+08;3.5055743439E+06;4.8043679247E+04;-8.0722383203E-01;-3.0892833977E+01;-7.3574599895E-02
2459658.2500;2022-Mar-19 18:00:00;-1.5057968065E+08;3.3943646015E+06;4.7777830737E+04;-7.7608141797E-01;-3.0890336961E+01;-7.4117860414E-02
2459658.2917;2022-Mar-19 19:00:00;-1.5058241852E+08;3.2831640563E+06;4.7510039023E+04;-7.4496198532E-01;-3.0887724486E+01;-7.4654144768E-02
2459658.3333;2022-Mar-19 20:00:00;-1.5058504440E+08;3.1719731236E+06;4.7240329353E+04;-7.1386663566E-01;-3.0884996689E+01;-7.5183380128E-02
2459658.3750;2022-Mar-19 21:00:00;-1.5058755839E+08;3.0607922183E+06;4.6968727232E+04;-6.8279647096E-01;-3.0882153723E+01;-7.5705494366E-02
2459658.4167;2022-Mar-19 22:00:00;-1.5058996057E+08;2.9496217548E+06;4.6695258425E+04;-6.5175259340E-01;-3.0879195754E+01;-7.6220416070E-02
2459658.4583;2022-Mar-19 23:00:00;-1.5059225104E+08;2.8384621467E+06;4.6419948952E+04;-6.2073610516E-01;-3.0876122962E+01;-7.6728074558E-02
2459658.5000;2022-Mar-20 00:00:00;-1.5059442990E+08;2.7273138070E+06;4.6142825088E+04;-5.8974810821E-01;-3.0872935539E+01;-7.7228399900E-02
2459658.5417;2022-Mar-20 01:00:00;-1.5059649726E+08;2.6161771481E+06;4.5863913356E+04;-5.5878970414E-01;-3.0869633692E+01;-7.7721322927E-02
2459658.5833;2022-Mar-20 02:00:00;-1.5059845323E+08;2.5050525815E+06;4.5583240527E+04;-5.2786199390E-01;-3.0866217643E+01;-7.8206775253E-02
2459658.6250;2022-Mar-20 03:00:00;-1.5060029791E+08;2.3939405179E+06;4.5300833620E+04;-4.9696607765E-01;-3.0862687625E+01;-7.8684689287E-02
2459658.6667;2022-Mar-20 04:00:00;-1.5060203142E+08;2.2828413671E+06;4.5016719891E+04;-4.6610305451E-01;-3.0859043887E+01;-7.9154998252E-02
2459658.7083;2022-Mar-20 05:00:00;-1.5060365389E+08;2.1717555380E+06;4.4730926838E+04;-4.3527402239E-01;-3.0855286691E+01;-7.9617636197E-02
2459658.7500;2022-Mar-20 06:00:00;-1.5060516544E+08;2.0606834387E+06;4.4443482193E+04;-4.0448007775E-01;-3.0851416314E+01;-8.0072538014E-02
2459658.7917;2022-Mar-20 07:00:00;-1.5060656619E+08;1.9496254760E+06;4.4154413924E+04;-3.7372231542E-01;-3.0847433044E+01;-8.0519639454E-02
2459658.8333;2022-Mar-20 08:00:00;-1.5060785628E+08;1.8385820559E+06;4.3863750226E+04;-3.4300182839E-01;-3.0843337185E+01;-8.0958877141E-02
2459658.8750;2022-Mar-20 09:00:00;-1.5060903585E+08;1.7275535830E+06;4.3571519520E+04;-3.1231970759E-01;-3.0839129055E+01;-8.1390188585E-02
2459658.9167;2022-Mar-20 10:00:00;-1.5061010503E+08;1.6165404610E+06;4.3277750454E+04;-2.8167704169E-01;-3.0834808985E+01;-8.1813512201E-02
2459658.9583;2022-Mar-20 11:00:00;-1.5061106397E+08;1.5055430923E+06;4.2982471891E+04;-2.5107491689E-01;-3.0830377319E+01;-8.2228787317E-02
2459659.0000;2022-Mar-20 12:00:00;-1.5061191282E+08;1.3945618778E+06;4.2685712915E+04;-2.2051441674E-01;-3.0825834417E+01;-8.2635954194E-02
2459659.0417;2022-Mar-20 13:00:00;-1.5061265173E+08;1.2835972175E+06;4.2387502821E+04;-1.8999662189E-01;-3.0821180651E+01;-8.3034954038E-02
2459659.0833;2022-Mar-20 14:00:00;-1.5061328085E+08;1.1726495097E+06;4.2087871116E+04;-1.5952260992E-01;-3.0816416406E+01;-8.3425729010E-02
2459659.1250;2022-Mar-20 15:00:00;-1.5061380034E+08;1.0617191515E+06;4.1786847510E+04;-1.2909345512E-01;-3.0811542082E+01;-8.3808222246E-02
2459659.1667;2022-Mar-20 16:00:00;-1.5061421038E+08;9.5080653832E+05;4.1484461921E+04;-9.8710228273E-02;-3.0806558093E+01;-8.4182377864E-02
2459659.2083;2022-Mar-20 17:00:00;-1.5061451111E+08;8.3991206428E+05;4.1180744461E+04;-6.8373996495E-02;-3.0801464866E+01;-8.4548140980E-02
2459659.2500;2022-Mar-20 18:00:00;-1.5061470273E+08;7.2903612184E+05;4.0875725441E+04;-3.8085822985E-02;-3.0796262841E+01;-8.4905457721E-02
2459659.2917;2022-Mar-20 19:00:00;-1.5061478539E+08;6.1817910184E+05;4.0569435364E+04;-7.8467668449E-03;-3.0790952473E+01;-8.5254275234E-02
2459659.3333;2022-Mar-20 20:00:00;-1.5061475928E+08;5.0734139349E+05;4.0261904921E+04;2.2342117123E-02;-3.0785534227E+01;-8.5594541705E-02
2459659.3750;2022-Mar-20 21:00:00;-1.5061462459E+08;3.9652338428E+05;3.9953164986E+04;5.2479778618E-02;-3.0780008586E+01;-8.5926206362E-02
2459659.4167;2022-Mar-20 22:00:00;-1.5061438149E+08;2.8572545995E+05;3.9643246617E+04;8.2565172042E-02;-3.0774376044E+01;-8.6249219493E-02
2459659.4583;2022-Mar-20 23:00:00;-1.5061403018E+08;1.7494800443E+05;3.9332181046E+04;1.1259725669E-01;-3.0768637108E+01;-8.6563532455E-02
2459659.5000;2022-Mar-21 00:00:00;-1.5061357086E+08;6.4191399819E+04;3.9019999681E+04;1.4257499697E-01;-3.0762792298E+01;-8.6869097686E-02
2459659.5417;2022-Mar-21 01:00:00;-1.5061300371E+08;-4.6543973706E+04;3.8706734096E+04;1.7249736255E-01;-3.0756842149E+01;-8.7165868715E-02
2459659.5833;2022-Mar-21 02:00:00;-1.5061232894E+08;-1.5725773790E+05;3.8392416033E+04;2.0236332862E-01;-3.0750787207E+01;-8.7453800171E-02
2459659.6250;2022-Mar-21 03:00:00;-1.5061154676E+08;-2.6794951651E+05;3.8077077395E+04;2.3217187601E-01;-3.0744628032E+01;-8.7732847797E-02
2459659.6667;2022-Mar-21 04:00:00;-1.5061065738E+08;-3.7861893534E+05;3.7760750242E+04;2.6192199145E-01;-3.0738365197E+01;-8.8002968456E-02
2459659.7083;2022-Mar-21 05:00:00;-1.5060966100E+08;-4.8926562224E+05;3.7443466785E+04;2.9161266770E-01;-3.0731999288E+01;-8.8264120144E-02
2459659.7500;2022-Mar-21 06:00:00;-1.5060855784E+08;-5.9988920724E+05;3.7125259388E+04;3.2124290381E-01;-3.0725530903E+01;-8.8516261995E-02
2459659.7917;2022-Mar-21 07:00:00;-1.5060734812E+08;-7.1048932250E+05;3.6806160558E+04;3.5081170521E-01;-3.0718960653E+01;-8.8759354297E-02
