T;t;x;y;z;vx;vy;vz;
2459729.5000;2022-May-30 00:00:00;-5.7438501215E+07;-1.4057448801E+08;3.6093485847E+04;2.7198312076E+01;-1.1154280642E+01;-4.6824411163E-04;
2459729.5417;2022-May-30 01:00:00;-5.7340573374E+07;-1.4061460850E+08;3.6091801748E+04;2.7206041326E+01;-1.1134877632E+01;-4.6735232372E-04;
2459729.5833;2022-May-30 02:00:00;-5.7242617735E+07;-1.4065465912E+08;3.6090121013E+04;2.7213756130E+01;-1.1115469148E+01;-4.6637541956E-04;
2459729.6250;2022-May-30 03:00:00;-5.7144634348E+07;-1.4069463987E+08;3.6088443947E+04;2.7221456484E+01;-1.1096055207E+01;-4.6531365077E-04;
2459729.6667;2022-May-30 04:00:00;-5.7046623265E+07;-1.4073455071E+08;3.6086770856E+04;2.7229142381E+01;-1.1076635827E+01;-4.6416727356E-04;
2459729.7083;2022-May-30 05:00:00;-5.6948584540E+07;-1.4077439164E+08;3.6085102044E+04;2.7236813816E+01;-1.1057211022E+01;-4.6293654866E-04;
2459729.7500;2022-May-30 06:00:00;-5.6850518223E+07;-1.4081416263E+08;3.6083437814E+04;2.7244470784E+01;-1.1037780812E+01;-4.6162174134E-04;
2459729.7917;2022-May-30 07:00:00;-5.6752424367E+07;-1.4085386365E+08;3.6081778468E+04;2.7252113280E+01;-1.1018345211E+01;-4.6022312131E-04;
2459729.8333;2022-May-30 08:00:00;-5.6654303025E+07;-1.4089349470E+08;3.6080124308E+04;2.7259741299E+01;-1.0998904238E+01;-4.5874096275E-04;
2459729.8750;2022-May-30 09:00:00;-5.6556154247E+07;-1.4093305576E+08;3.6078475633E+04;2.7267354835E+01;-1.0979457908E+01;-4.5717554421E-04;
2459729.9167;2022-May-30 10:00:00;-5.6457978087E+07;-1.4097254680E+08;3.6076832743E+04;2.7274953883E+01;-1.0960006239E+01;-4.5552714864E-04;
2459729.9583;2022-May-30 11:00:00;-5.6359774597E+07;-1.4101196780E+08;3.6075195937E+04;2.7282538440E+01;-1.0940549247E+01;-4.5379606328E-04;
2459730.0000;2022-May-30 12:00:00;-5.6261543828E+07;-1.4105131874E+08;3.6073565510E+04;2.7290108499E+01;-1.0921086950E+01;-4.5198257968E-04;
2459730.0417;2022-May-30 13:00:00;-5.6163285833E+07;-1.4109059962E+08;3.6071941761E+04;2.7297664055E+01;-1.0901619363E+01;-4.5008699363E-04;
2459730.0833;2022-May-30 14:00:00;-5.6065000664E+07;-1.4112981040E+08;3.6070324982E+04;2.7305205105E+01;-1.0882146505E+01;-4.4810960517E-04;
2459730.1250;2022-May-30 15:00:00;-5.5966688374E+07;-1.4116895106E+08;3.6068715469E+04;2.7312731644E+01;-1.0862668391E+01;-4.4605071847E-04;
2459730.1667;2022-May-30 16:00:00;-5.5868349014E+07;-1.4120802160E+08;3.6067113515E+04;2.7320243666E+01;-1.0843185038E+01;-4.4391064189E-04;
2459730.2083;2022-May-30 17:00:00;-5.5769982637E+07;-1.4124702199E+08;3.6065519410E+04;2.7327741168E+01;-1.0823696464E+01;-4.4168968786E-04;
2459730.2500;2022-May-30 18:00:00;-5.5671589295E+07;-1.4128595221E+08;3.6063933445E+04;2.7335224144E+01;-1.0804202685E+01;-4.3938817291E-04;
2459730.2917;2022-May-30 19:00:00;-5.5573169040E+07;-1.4132481224E+08;3.6062355911E+04;2.7342692591E+01;-1.0784703718E+01;-4.3700641757E-04;
2459730.3333;2022-May-30 20:00:00;-5.5474721926E+07;-1.4136360207E+08;3.6060787095E+04;2.7350146503E+01;-1.0765199579E+01;-4.3454474639E-04;
2459730.3750;2022-May-30 21:00:00;-5.5376248003E+07;-1.4140232167E+08;3.6059227285E+04;2.7357585877E+01;-1.0745690286E+01;-4.3200348787E-04;
2459730.4167;2022-May-30 22:00:00;-5.5277747325E+07;-1.4144097104E+08;3.6057676765E+04;2.7365010709E+01;-1.0726175855E+01;-4.2938297443E-04;
2459730.4583;2022-May-30 23:00:00;-5.5179219943E+07;-1.4147955013E+08;3.6056135822E+04;2.7372420993E+01;-1.0706656304E+01;-4.2668354237E-04;
2459730.5000;2022-May-31 00:00:00;-5.5080665911E+07;-1.4151805895E+08;3.6054604738E+04;2.7379816727E+01;-1.0687131648E+01;-4.2390553185E-04;
2459730.5417;2022-May-31 01:00:00;-5.4982085280E+07;-1.4155649748E+08;3.6053083796E+04;2.7387197906E+01;-1.0667601905E+01;-4.2104928683E-04;
2459730.5833;2022-May-31 02:00:00;-5.4883478104E+07;-1.4159486568E+08;3.6051573277E+04;2.7394564525E+01;-1.0648067092E+01;-4.1811515505E-04;
2459730.6250;2022-May-31 03:00:00;-5.4784844433E+07;-1.4163316355E+08;3.6050073460E+04;2.7401916582E+01;-1.0628527225E+01;-4.1510348798E-04;
2459730.6667;2022-May-31 04:00:00;-5.4686184322E+07;-1.4167139107E+08;3.6048584624E+04;2.7409254071E+01;-1.0608982321E+01;-4.1201464078E-04;
2459730.7083;2022-May-31 05:00:00;-5.4587497821E+07;-1.4170954822E+08;3.6047107047E+04;2.7416576990E+01;-1.0589432397E+01;-4.0884897232E-04;
2459730.7500;2022-May-31 06:00:00;-5.4488784985E+07;-1.4174763498E+08;3.6045641003E+04;2.7423885335E+01;-1.0569877470E+01;-4.0560684503E-04;
2459730.7917;2022-May-31 07:00:00;-5.4390045865E+07;-1.4178565133E+08;3.6044186769E+04;2.7431179101E+01;-1.0550317556E+01;-4.0228862499E-04;
2459730.8333;2022-May-31 08:00:00;-5.4291280513E+07;-1.4182359726E+08;3.6042744616E+04;2.7438458285E+01;-1.0530752673E+01;-3.9889468181E-04;
2459730.8750;2022-May-31 09:00:00;-5.4192488982E+07;-1.4186147275E+08;3.6041314817E+04;2.7445722884E+01;-1.0511182837E+01;-3.9542538861E-04;
2459730.9167;2022-May-31 10:00:00;-5.4093671326E+07;-1.4189927777E+08;3.6039897643E+04;2.7452972893E+01;-1.0491608064E+01;-3.9188112202E-04;
2459730.9583;2022-May-31 11:00:00;-5.3994827595E+07;-1.4193701232E+08;3.6038493363E+04;2.7460208310E+01;-1.0472028373E+01;-3.8826226208E-04;
2459731.0000;2022-May-31 12:00:00;-5.3895957843E+07;-1.4197467637E+08;3.6037102244E+04;2.7467429132E+01;-1.0452443778E+01;-3.8456919227E-04;
2459731.0417;2022-May-31 13:00:00;-5.3797062123E+07;-1.4201226991E+08;3.6035724553E+04;2.7474635354E+01;-1.0432854298E+01;-3.8080229944E-04;
2459731.0833;2022-May-31 14:00:00;-5.3698140486E+07;-1.4204979291E+08;3.6034360555E+04;2.7481826973E+01;-1.0413259949E+01;-3.7696197377E-04;
2459731.1250;2022-May-31 15:00:00;-5.3599192986E+07;-1.4208724537E+08;3.6033010515E+04;2.7489003986E+01;-1.0393660748E+01;-3.7304860877E-04;
2459731.1667;2022-May-31 16:00:00;-5.3500219675E+07;-1.4212462727E+08;3.6031674693E+04;2.7496166391E+01;-1.0374056711E+01;-3.6906260120E-04;
2459731.2083;2022-May-31 17:00:00;-5.3401220606E+07;-1.4216193858E+08;3.6030353351E+04;2.7503314183E+01;-1.0354447855E+01;-3.6500435106E-04;
2459731.2500;2022-May-31 18:00:00;-5.3302195831E+07;-1.4219917928E+08;3.6029046748E+04;2.7510447360E+01;-1.0334834197E+01;-3.6087426156E-04;
2459731.2917;2022-May-31 19:00:00;-5.3203145402E+07;-1.4223634938E+08;3.6027755142E+04;2.7517565918E+01;-1.0315215754E+01;-3.5667273906E-04;
2459731.3333;2022-May-31 20:00:00;-5.3104069373E+07;-1.4227344883E+08;3.6026478789E+04;2.7524669856E+01;-1.0295592542E+01;-3.5240019307E-04;
2459731.3750;2022-May-31 21:00:00;-5.3004967797E+07;-1.4231047764E+08;3.6025217945E+04;2.7531759169E+01;-1.0275964578E+01;-3.4805703621E-04;
2459731.4167;2022-May-31 22:00:00;-5.2905840725E+07;-1.4234743577E+08;3.6023972863E+04;2.7538833855E+01;-1.0256331878E+01;-3.4364368413E-04;
2459731.4583;2022-May-31 23:00:00;-5.2806688211E+07;-1.4238432322E+08;3.6022743794E+04;2.7545893911E+01;-1.0236694461E+01;-3.3916055557E-04;
2459731.5000;2022-Jun-01 00:00:00;-5.2707510306E+07;-1.4242113997E+08;3.6021530990E+04;2.7552939335E+01;-1.0217052341E+01;-3.3460807221E-04;
2459731.5417;2022-Jun-01 01:00:00;-5.2608307065E+07;-1.4245788599E+08;3.6020334699E+04;2.7559970124E+01;-1.0197405536E+01;-3.2998665875E-04;
2459731.5833;2022-Jun-01 02:00:00;-5.2509078539E+07;-1.4249456128E+08;3.6019155168E+04;2.7566986274E+01;-1.0177754062E+01;-3.2529674279E-04;
2459731.6250;2022-Jun-01 03:00:00;-5.2409824781E+07;-1.4253116582E+08;3.6017992644E+04;2.7573987784E+01;-1.0158097937E+01;-3.2053875486E-04;
2459731.6667;2022-Jun-01 04:00:00;-5.2310545845E+07;-1.4256769958E+08;3.6016847370E+04;2.7580974651E+01;-1.0138437176E+01;-3.1571312836E-04;
2459731.7083;2022-Jun-01 05:00:00;-5.2211241781E+07;-1.4260416256E+08;3.6015719590E+04;2.7587946872E+01;-1.0118771797E+01;-3.1082029952E-04;
2459731.7500;2022-Jun-01 06:00:00;-5.2111912645E+07;-1.4264055473E+08;3.6014609544E+04;2.7594904446E+01;-1.0099101816E+01;-3.0586070739E-04;
2459731.7917;2022-Jun-01 07:00:00;-5.2012558487E+07;-1.4267687608E+08;3.6013517472E+04;2.7601847369E+01;-1.0079427249E+01;-3.0083479381E-04;
2459731.8333;2022-Jun-01 08:00:00;-5.1913179361E+07;-1.4271312660E+08;3.6012443613E+04;2.7608775639E+01;-1.0059748114E+01;-2.9574300336E-04;
2459731.8750;2022-Jun-01 09:00:00;-5.1813775320E+07;-1.4274930627E+08;3.6011388201E+04;2.7615689255E+01;-1.0040064427E+01;-2.9058578335E-04;
2459731.9167;2022-Jun-01 10:00:00;-5.1714346416E+07;-1.4278541506E+08;3.6010351473E+04;2.7622588213E+01;-1.0020376204E+01;-2.8536358378E-04;
2459731.9583;2022-Jun-01 11:00:00;-5.1614892702E+07;-1.4282145297E+08;3.6009333661E+04;2.7629472512E+01;-1.0000683462E+01;-2.8007685732E-04;
2459732.0000;2022-Jun-01 12:00:00;-5.1515414232E+07;-1.4285741998E+08;3.6008334997E+04;2.7636342150E+01;-9.9809862173E+00;-2.7472605927E-04;
2459732.0417;2022-Jun-01 13:00:00;-5.1415911057E+07;-1.4289331606E+08;3.6007355710E+04;2.7643197124E+01;-9.9612844871E+00;-2.6931164755E-04;
2459732.0833;2022-Jun-01 14:00:00;-5.1316383230E+07;-1.4292914122E+08;3.6006396028E+04;2.7650037433E+01;-9.9415782875E+00;-2.6383408265E-04;
2459732.1250;2022-Jun-01 15:00:00;-5.1216830805E+07;-1.4296489542E+08;3.6005456180E+04;2.7656863074E+01;-9.9218676352E+00;-2.5829382763E-04;
2459732.1667;2022-Jun-01 16:00:00;-5.1117253833E+07;-1.4300057866E+08;3.6004536388E+04;2.7663674046E+01;-9.9021525467E+00;-2.5269134806E-04;
2459732.2083;2022-Jun-01 17:00:00;-5.1017652369E+07;-1.4303619092E+08;3.6003636876E+04;2.7670470347E+01;-9.8824330385E+00;-2.4702711203E-04;
2459732.2500;2022-Jun-01 18:00:00;-5.0918026465E+07;-1.4307173217E+08;3.6002757866E+04;2.7677251974E+01;-9.8627091270E+00;-2.4130159011E-04;
2459732.2917;2022-Jun-01 19:00:00;-5.0818376173E+07;-1.4310720242E+08;3.6001899577E+04;2.7684018927E+01;-9.8429808289E+00;-2.3551525529E-04;
2459732.3333;2022-Jun-01 20:00:00;-5.0718701546E+07;-1.4314260163E+08;3.6001062229E+04;2.7690771203E+01;-9.8232481605E+00;-2.2966858304E-04;
2459732.3750;2022-Jun-01 21:00:00;-5.0619002637E+07;-1.4317792980E+08;3.6000246035E+04;2.7697508801E+01;-9.8035111384E+00;-2.2376205121E-04;
2459732.4167;2022-Jun-01 22:00:00;-5.0519279500E+07;-1.4321318690E+08;3.5999451213E+04;2.7704231720E+01;-9.7837697789E+00;-2.1779614001E-04;
2459732.4583;2022-Jun-01 23:00:00;-5.0419532187E+07;-1.4324837293E+08;3.5998677974E+04;2.7710939957E+01;-9.7640240986E+00;-2.1177133205E-04;
2459732.5000;2022-Jun-02 00:00:00;-5.0319760750E+07;-1.4328348787E+08;3.5997926529E+04;2.7717633511E+01;-9.7442741140E+00;-2.0568811226E-04;
2459732.5417;2022-Jun-02 01:00:00;-5.0219965243E+07;-1.4331853170E+08;3.5997197089E+04;2.7724312380E+01;-9.7245198413E+00;-1.9954696788E-04;
2459732.5833;2022-Jun-02 02:00:00;-5.0120145719E+07;-1.4335350441E+08;3.5996489860E+04;2.7730976564E+01;-9.7047612971E+00;-1.9334838846E-04;
2459732.6250;2022-Jun-02 03:00:00;-5.0020302229E+07;-1.4338840598E+08;3.5995805049E+04;2.7737626061E+01;-9.6849984977E+00;-1.8709286580E-04;
2459732.6667;2022-Jun-02 04:00:00;-4.9920434829E+07;-1.4342323639E+08;3.5995142859E+04;2.7744260869E+01;-9.6652314596E+00;-1.8078089399E-04;
2459732.7083;2022-Jun-02 05:00:00;-4.9820543569E+07;-1.4345799564E+08;3.5994503494E+04;2.7750880988E+01;-9.6454601991E+00;-1.7441296932E-04;
2459732.7500;2022-Jun-02 06:00:00;-4.9720628503E+07;-1.4349268370E+08;3.5993887153E+04;2.7757486415E+01;-9.6256847326E+00;-1.6798959034E-04;
2459732.7917;2022-Jun-02 07:00:00;-4.9620689684E+07;-1.4352730057E+08;3.5993294035E+04;2.7764077150E+01;-9.6059050764E+00;-1.6151125775E-04;
2459732.8333;2022-Jun-02 08:00:00;-4.9520727165E+07;-1.4356184621E+08;3.5992724337E+04;2.7770653192E+01;-9.5861212469E+00;-1.5497847448E-04;
2459732.8750;2022-Jun-02 09:00:00;-4.9420740999E+07;-1.4359632063E+08;3.5992178254E+04;2.7777214540E+01;-9.5663332605E+00;-1.4839174559E-04;
2459732.9167;2022-Jun-02 10:00:00;-4.9320731238E+07;-1.4363072381E+08;3.5991655980E+04;2.7783761192E+01;-9.5465411334E+00;-1.4175157832E-04;
2459732.9583;2022-Jun-02 11:00:00;-4.9220697936E+07;-1.4366505573E+08;3.5991157706E+04;2.7790293147E+01;-9.5267448819E+00;-1.3505848201E-04;
2459733.0000;2022-Jun-02 12:00:00;-4.9120641145E+07;-1.4369931637E+08;3.5990683622E+04;2.7796810405E+01;-9.5069445224E+00;-1.2831296816E-04;
2459733.0417;2022-Jun-02 13:00:00;-4.9020560919E+07;-1.4373350572E+08;3.5990233915E+04;2.7803312965E+01;-9.4871400712E+00;-1.2151555034E-04;
2459733.0833;2022-Jun-02 14:00:00;-4.8920457309E+07;-1.4376762377E+08;3.5989808772E+04;2.7809800825E+01;-9.4673315445E+00;-1.1466674424E-04;
2459733.1250;2022-Jun-02 15:00:00;-4.8820330370E+07;-1.4380167050E+08;3.5989408376E+04;2.7816273986E+01;-9.4475189586E+00;-1.0776706762E-04;
2459733.1667;2022-Jun-02 16:00:00;-4.8720180154E+07;-1.4383564590E+08;3.5989032909E+04;2.7822732445E+01;-9.4277023298E+00;-1.0081704030E-04;
2459733.2083;2022-Jun-02 17:00:00;-4.8620006714E+07;-1.4386954996E+08;3.5988682553E+04;2.7829176203E+01;-9.4078816742E+00;-9.3817184183E-05;
2459733.2500;2022-Jun-02 18:00:00;-4.8519810103E+07;-1.4390338265E+08;3.5988357485E+04;2.7835605259E+01;-9.3880570081E+00;-8.6768023187E-05;
2459733.2917;2022-Jun-02 19:00:00;-4.8419590374E+07;-1.4393714396E+08;3.5988057882E+04;2.7842019612E+01;-9.3682283478E+00;-7.9670083291E-05;
2459733.3333;2022-Jun-02 20:00:00;-4.8319347580E+07;-1.4397083389E+08;3.5987783918E+04;2.7848419261E+01;-9.3483957095E+00;-7.2523892491E-05;
2459733.3750;2022-Jun-02 21:00:00;-4.8219081773E+07;-1.4400445241E+08;3.5987535767E+04;2.7854804206E+01;-9.3285591093E+00;-6.5329980803E-05;
2459733.4167;2022-Jun-02 22:00:00;-4.8118793007E+07;-1.4403799951E+08;3.5987313599E+04;2.7861174447E+01;-9.3087185634E+00;-5.8088880257E-05;
2459733.4583;2022-Jun-02 23:00:00;-4.8018481335E+07;-1.4407147517E+08;3.5987117583E+04;2.7867529982E+01;-9.2888740881E+00;-5.0801124891E-05;
2459733.5000;2022-Jun-03 00:00:00;-4.7918146809E+07;-1.4410487939E+08;3.5986947886E+04;2.7873870812E+01;-9.2690256994E+00;-4.3467250737E-05;
2459733.5417;2022-Jun-03 01:00:00;-4.7817789483E+07;-1.4413821215E+08;3.5986804674E+04;2.7880196936E+01;-9.2491734135E+00;-3.6087795819E-05;
2459733.5833;2022-Jun-03 02:00:00;-4.7717409409E+07;-1.4417147344E+08;3.5986688108E+04;2.7886508354E+01;-9.2293172466E+00;-2.8663300155E-05;
2459733.6250;2022-Jun-03 03:00:00;-4.7617006640E+07;-1.4420466323E+08;3.5986598351E+04;2.7892805065E+01;-9.2094572148E+00;-2.1194305745E-05;
2459733.6667;2022-Jun-03 04:00:00;-4.7516581230E+07;-1.4423778153E+08;3.5986535562E+04;2.7899087070E+01;-9.1895933343E+00;-1.3681356566E-05;
2459733.7083;2022-Jun-03 05:00:00;-4.7416133231E+07;-1.4427082830E+08;3.5986499897E+04;2.7905354367E+01;-9.1697256210E+00;-6.1249985825E-06;
2459733.7500;2022-Jun-03 06:00:00;-4.7315662696E+07;-1.4430380355E+08;3.5986491513E+04;2.7911606958E+01;-9.1498540912E+00;1.4742202721E-06;
2459733.7917;2022-Jun-03 07:00:00;-4.7215169678E+07;-1.4433670725E+08;3.5986510563E+04;2.7917844841E+01;-9.1299787609E+00;9.1157500868E-06;
2459733.8333;2022-Jun-03 08:00:00;-4.7114654231E+07;-1.4436953939E+08;3.5986557197E+04;2.7924068016E+01;-9.1100996462E+00;1.6799038974E-05;
2459733.8750;2022-Jun-03 09:00:00;-4.7014116406E+07;-1.4440229996E+08;3.5986631565E+04;2.7930276484E+01;-9.0902167632E+00;2.4523533068E-05;
2459733.9167;2022-Jun-03 10:00:00;-4.6913556258E+07;-1.4443498894E+08;3.5986733815E+04;2.7936470245E+01;-9.0703301279E+00;3.2288676532E-05;
2459733.9583;2022-Jun-03 11:00:00;-4.6812973838E+07;-1.4446760633E+08;3.5986864092E+04;2.7942649299E+01;-9.0504397564E+00;4.0093911544E-05;
2459734.0000;2022-Jun-03 12:00:00;-4.6712369200E+07;-1.4450015211E+08;3.5987022539E+04;2.7948813645E+01;-9.0305456647E+00;4.7938678305E-05;
2459734.0417;2022-Jun-03 13:00:00;-4.6611742398E+07;-1.4453262626E+08;3.5987209297E+04;2.7954963284E+01;-9.0106478688E+00;5.5822415029E-05;
2459734.0833;2022-Jun-03 14:00:00;-4.6511093482E+07;-1.4456502877E+08;3.5987424506E+04;2.7961098216E+01;-8.9907463848E+00;6.3744557941E-05;
2459734.1250;2022-Jun-03 15:00:00;-4.6410422508E+07;-1.4459735963E+08;3.5987668303E+04;2.7967218441E+01;-8.9708412287E+00;7.1704541267E-05;
2459734.1667;2022-Jun-03 16:00:00;-4.6309729527E+07;-1.4462961882E+08;3.5987940824E+04;2.7973323959E+01;-8.9509324165E+00;7.9701797242E-05;
2459734.2083;2022-Jun-03 17:00:00;-4.6209014593E+07;-1.4466180633E+08;3.5988242200E+04;2.7979414771E+01;-8.9310199641E+00;8.7735756091E-05;
2459734.2500;2022-Jun-03 18:00:00;-4.6108277759E+07;-1.4469392216E+08;3.5988572564E+04;2.7985490878E+01;-8.9111038876E+00;9.5805846019E-05;
2459734.2917;2022-Jun-03 19:00:00;-4.6007519077E+07;-1.4472596628E+08;3.5988932045E+04;2.7991552278E+01;-8.8911842029E+00;1.0391149322E-04;
2459734.3333;2022-Jun-03 20:00:00;-4.5906738600E+07;-1.4475793868E+08;3.5989320769E+04;2.7997598974E+01;-8.8712609260E+00;1.1205212184E-04;
2459734.3750;2022-Jun-03 21:00:00;-4.5805936382E+07;-1.4478983935E+08;3.5989738862E+04;2.8003630965E+01;-8.8513340729E+00;1.2022715402E-04;
2459734.4167;2022-Jun-03 22:00:00;-4.5705112475E+07;-1.4482166828E+08;3.5990186445E+04;2.8009648252E+01;-8.8314036594E+00;1.2843600981E-04;
2459734.4583;2022-Jun-03 23:00:00;-4.5604266932E+07;-1.4485342545E+08;3.5990663641E+04;2.8015650835E+01;-8.8114697016E+00;1.3667810722E-04;
2459734.5000;2022-Jun-04 00:00:00;-4.5503399806E+07;-1.4488511086E+08;3.5991170567E+04;2.8021638715E+01;-8.7915322154E+00;1.4495286220E-04;
2459734.5417;2022-Jun-04 01:00:00;-4.5402511151E+07;-1.4491672448E+08;3.5991707340E+04;2.8027611893E+01;-8.7715912166E+00;1.5325968858E-04;
2459734.5833;2022-Jun-04 02:00:00;-4.5301601018E+07;-1.4494826631E+08;3.5992274074E+04;2.8033570369E+01;-8.7516467213E+00;1.6159799813E-04;
2459734.6250;2022-Jun-04 03:00:00;-4.5200669462E+07;-1.4497973633E+08;3.5992870882E+04;2.8039514144E+01;-8.7316987453E+00;1.6996720047E-04;
2459734.6667;2022-Jun-04 04:00:00;-4.5099716534E+07;-1.4501113454E+08;3.5993497874E+04;2.8045443219E+01;-8.7117473045E+00;1.7836670314E-04;
2459734.7083;2022-Jun-04 05:00:00;-4.4998742288E+07;-1.4504246091E+08;3.5994155158E+04;2.8051357595E+01;-8.6917924148E+00;1.8679591150E-04;
2459734.7500;2022-Jun-04 06:00:00;-4.4897746777E+07;-1.4507371544E+08;3.5994842840E+04;2.8057257271E+01;-8.6718340921E+00;1.9525422878E-04;
2459734.7917;2022-Jun-04 07:00:00;-4.4796730053E+07;-1.4510489811E+08;3.5995561023E+04;2.8063142251E+01;-8.6518723523E+00;2.0374105600E-04;
2459734.8333;2022-Jun-04 08:00:00;-4.4695692170E+07;-1.4513600892E+08;3.5996309809E+04;2.8069012533E+01;-8.6319072112E+00;2.1225579202E-04;
2459734.8750;2022-Jun-04 09:00:00;-4.4594633181E+07;-1.4516704784E+08;3.5997089297E+04;2.8074868120E+01;-8.6119386847E+00;2.2079783349E-04;
2459734.9167;2022-Jun-04 10:00:00;-4.4493553138E+07;-1.4519801487E+08;3.5997899585E+04;2.8080709011E+01;-8.5919667887E+00;2.2936657481E-04;
2459734.9583;2022-Jun-04 11:00:00;-4.4392452094E+07;-1.4522891000E+08;3.5998740768E+04;2.8086535209E+01;-8.5719915391E+00;2.3796140817E-04;
2459735.0000;2022-Jun-04 12:00:00;-4.4291330102E+07;-1.4525973321E+08;3.5999612938E+04;2.8092346715E+01;-8.5520129516E+00;2.4658172344E-04;
2459735.0417;2022-Jun-04 13:00:00;-4.4190187215E+07;-1.4529048449E+08;3.6000516186E+04;2.8098143529E+01;-8.5320310420E+00;2.5522690825E-04;
2459735.0833;2022-Jun-04 14:00:00;-4.4089023486E+07;-1.4532116383E+08;3.6001450601E+04;2.8103925653E+01;-8.5120458264E+00;2.6389634790E-04;
2459735.1250;2022-Jun-04 15:00:00;-4.3987838968E+07;-1.4535177121E+08;3.6002416268E+04;2.8109693087E+01;-8.4920573203E+00;2.7258942536E-04;
2459735.1667;2022-Jun-04 16:00:00;-4.3886633713E+07;-1.4538230663E+08;3.6003413273E+04;2.8115445834E+01;-8.4720655398E+00;2.8130552124E-04;
2459735.2083;2022-Jun-04 17:00:00;-4.3785407775E+07;-1.4541277008E+08;3.6004441695E+04;2.8121183895E+01;-8.4520705005E+00;2.9004401380E-04;
2459735.2500;2022-Jun-04 18:00:00;-4.3684161207E+07;-1.4544316154E+08;3.6005501616E+04;2.8126907271E+01;-8.4320722184E+00;2.9880427887E-04;
2459735.2917;2022-Jun-04 19:00:00;-4.3582894061E+07;-1.4547348100E+08;3.6006593111E+04;2.8132615963E+01;-8.4120707091E+00;3.0758568986E-04;
2459735.3333;2022-Jun-04 20:00:00;-4.3481606390E+07;-1.4550372844E+08;3.6007716257E+04;2.8138309973E+01;-8.3920659886E+00;3.1638761775E-04;
2459735.3750;2022-Jun-04 21:00:00;-4.3380298247E+07;-1.4553390387E+08;3.6008871126E+04;2.8143989302E+01;-8.3720580725E+00;3.2520943102E-04;
2459735.4167;2022-Jun-04 22:00:00;-4.3278969684E+07;-1.4556400726E+08;3.6010057788E+04;2.8149653952E+01;-8.3520469767E+00;3.3405049567E-04;
2459735.4583;2022-Jun-04 23:00:00;-4.3177620756E+07;-1.4559403860E+08;3.6011276312E+04;2.8155303925E+01;-8.3320327169E+00;3.4291017517E-04;
2459735.5000;2022-Jun-05 00:00:00;-4.3076251514E+07;-1.4562399789E+08;3.6012526763E+04;2.8160939221E+01;-8.3120153090E+00;3.5178783041E-04;
2459735.5417;2022-Jun-05 01:00:00;-4.2974862011E+07;-1.4565388511E+08;3.6013809205E+04;2.8166559844E+01;-8.2919947687E+00;3.6068281974E-04;
2459735.5833;2022-Jun-05 02:00:00;-4.2873452300E+07;-1.4568370025E+08;3.6015123699E+04;2.8172165794E+01;-8.2719711117E+00;3.6959449885E-04;
2459735.6250;2022-Jun-05 03:00:00;-4.2772022435E+07;-1.4571344330E+08;3.6016470305E+04;2.8177757074E+01;-8.2519443539E+00;3.7852222085E-04;
2459735.6667;2022-Jun-05 04:00:00;-4.2670572467E+07;-1.4574311424E+08;3.6017849078E+04;2.8183333685E+01;-8.2319145109E+00;3.8746533613E-04;
2459735.7083;2022-Jun-05 05:00:00;-4.2569102450E+07;-1.4577271308E+08;3.6019260073E+04;2.8188895629E+01;-8.2118815986E+00;3.9642319242E-04;
2459735.7500;2022-Jun-05 06:00:00;-4.2467612436E+07;-1.4580223979E+08;3.6020703342E+04;2.8194442909E+01;-8.1918456326E+00;4.0539513470E-04;
2459735.7917;2022-Jun-05 07:00:00;-4.2366102478E+07;-1.4583169436E+08;3.6022178934E+04;2.8199975525E+01;-8.1718066288E+00;4.1438050520E-04;
2459735.8333;2022-Jun-05 08:00:00;-4.2264572630E+07;-1.4586107679E+08;3.6023686897E+04;2.8205493481E+01;-8.1517646027E+00;4.2337864337E-04;
2459735.8750;2022-Jun-05 09:00:00;-4.2163022943E+07;-1.4589038706E+08;3.6025227275E+04;2.8210996777E+01;-8.1317195703E+00;4.3238888585E-04;
2459735.9167;2022-Jun-05 10:00:00;-4.2061453471E+07;-1.4591962517E+08;3.6026800110E+04;2.8216485417E+01;-8.1116715472E+00;4.4141056639E-04;
2459735.9583;2022-Jun-05 11:00:00;-4.1959864266E+07;-1.4594879110E+08;3.6028405444E+04;2.8221959403E+01;-8.0916205491E+00;4.5044301591E-04;
2459736.0000;2022-Jun-05 12:00:00;-4.1858255381E+07;-1.4597788483E+08;3.6030043312E+04;2.8227418736E+01;-8.0715665917E+00;4.5948556239E-04;
2459736.0417;2022-Jun-05 13:00:00;-4.1756626868E+07;-1.4600690637E+08;3.6031713751E+04;2.8232863420E+01;-8.0515096908E+00;4.6853753086E-04;
2459736.0833;2022-Jun-05 14:00:00;-4.1654978782E+07;-1.4603585570E+08;3.6033416793E+04;2.8238293456E+01;-8.0314498621E+00;4.7759824339E-04;
2459736.1250;2022-Jun-05 15:00:00;-4.1553311173E+07;-1.4606473281E+08;3.6035152468E+04;2.8243708846E+01;-8.0113871212E+00;4.8666701903E-04;
2459736.1667;2022-Jun-05 16:00:00;-4.1451624095E+07;-1.4609353768E+08;3.6036920804E+04;2.8249109594E+01;-7.9913214839E+00;4.9574317379E-04;
2459736.2083;2022-Jun-05 17:00:00;-4.1349917601E+07;-1.4612227032E+08;3.6038721827E+04;2.8254495702E+01;-7.9712529659E+00;5.0482602060E-04;
