T;t;x;y;z;vx;vy;vz;
2459587.2500;2022-Jan-07 18:00:00;-4.4573418644E+07;1.4108809859E+08;1.9774457687E+04;-2.8962458746E+01;-8.9043681456E+00;4.2858818797E-04;
2459587.2917;2022-Jan-07 19:00:00;-4.4677671577E+07;1.4105600486E+08;1.9775984511E+04;-2.8955834851E+01;-8.9254794479E+00;4.1965671032E-04;
2459587.3333;2022-Jan-07 20:00:00;-4.4781900636E+07;1.4102383514E+08;1.9777479281E+04;-2.8949195365E+01;-8.9465847360E+00;4.1078009191E-04;
2459587.3750;2022-Jan-07 21:00:00;-4.4886105765E+07;1.4099158946E+08;1.9778942195E+04;-2.8942540302E+01;-8.9676840017E+00;4.0195902097E-04;
2459587.4167;2022-Jan-07 22:00:00;-4.4990286908E+07;1.4095926783E+08;1.9780373453E+04;-2.8935869677E+01;-8.9887772368E+00;3.9319417405E-04;
2459587.4583;2022-Jan-07 23:00:00;-4.5094444008E+07;1.4092687027E+08;1.9781773261E+04;-2.8929183505E+01;-9.0098644333E+00;3.8448621619E-04;
2459587.5000;2022-Jan-08 00:00:00;-4.5198577010E+07;1.4089439681E+08;1.9783141823E+04;-2.8922481800E+01;-9.0309455832E+00;3.7583580096E-04;
2459587.5417;2022-Jan-08 01:00:00;-4.5302685858E+07;1.4086184747E+08;1.9784479349E+04;-2.8915764575E+01;-9.0520206786E+00;3.6724357064E-04;
2459587.5833;2022-Jan-08 02:00:00;-4.5406770496E+07;1.4082922227E+08;1.9785786048E+04;-2.8909031846E+01;-9.0730897118E+00;3.5871015625E-04;
2459587.6250;2022-Jan-08 03:00:00;-4.5510830869E+07;1.4079652123E+08;1.9787062133E+04;-2.8902283626E+01;-9.0941526750E+00;3.5023617773E-04;
2459587.6667;2022-Jan-08 04:00:00;-4.5614866920E+07;1.4076374438E+08;1.9788307820E+04;-2.8895519928E+01;-9.1152095604E+00;3.4182224402E-04;
2459587.7083;2022-Jan-08 05:00:00;-4.5718878594E+07;1.4073089173E+08;1.9789523326E+04;-2.8888740768E+01;-9.1362603606E+00;3.3346895317E-04;
2459587.7500;2022-Jan-08 06:00:00;-4.5822865835E+07;1.4069796331E+08;1.9790708870E+04;-2.8881946159E+01;-9.1573050680E+00;3.2517689248E-04;
2459587.7917;2022-Jan-08 07:00:00;-4.5926828588E+07;1.4066495914E+08;1.9791864674E+04;-2.8875136114E+01;-9.1783436751E+00;3.1694663858E-04;
2459587.8333;2022-Jan-08 08:00:00;-4.6030766796E+07;1.4063187924E+08;1.9792990961E+04;-2.8868310646E+01;-9.1993761745E+00;3.0877875759E-04;
2459587.8750;2022-Jan-08 09:00:00;-4.6134680406E+07;1.4059872364E+08;1.9794087956E+04;-2.8861469771E+01;-9.2204025589E+00;3.0067380519E-04;
2459587.9167;2022-Jan-08 10:00:00;-4.6238569360E+07;1.4056549235E+08;1.9795155888E+04;-2.8854613500E+01;-9.2414228210E+00;2.9263232677E-04;
2459587.9583;2022-Jan-08 11:00:00;-4.6342433605E+07;1.4053218540E+08;1.9796194986E+04;-2.8847741847E+01;-9.2624369536E+00;2.8465485755E-04;
2459588.0000;2022-Jan-08 12:00:00;-4.6446273083E+07;1.4049880281E+08;1.9797205481E+04;-2.8840854826E+01;-9.2834449495E+00;2.7674192268E-04;
2459588.0417;2022-Jan-08 13:00:00;-4.6550087741E+07;1.4046534460E+08;1.9798187606E+04;-2.8833952450E+01;-9.3044468017E+00;2.6889403737E-04;
2459588.0833;2022-Jan-08 14:00:00;-4.6653877522E+07;1.4043181080E+08;1.9799141596E+04;-2.8827034731E+01;-9.3254425029E+00;2.6111170701E-04;
2459588.1250;2022-Jan-08 15:00:00;-4.6757642373E+07;1.4039820143E+08;1.9800067689E+04;-2.8820101683E+01;-9.3464320464E+00;2.5339542728E-04;
2459588.1667;2022-Jan-08 16:00:00;-4.6861382236E+07;1.4036451650E+08;1.9800966123E+04;-2.8813153318E+01;-9.3674154250E+00;2.4574568429E-04;
2459588.2083;2022-Jan-08 17:00:00;-4.6965097058E+07;1.4033075604E+08;1.9801837139E+04;-2.8806189650E+01;-9.3883926320E+00;2.3816295468E-04;
2459588.2500;2022-Jan-08 18:00:00;-4.7068786783E+07;1.4029692008E+08;1.9802680978E+04;-2.8799210691E+01;-9.4093636603E+00;2.3064770574E-04;
2459588.2917;2022-Jan-08 19:00:00;-4.7172451357E+07;1.4026300863E+08;1.9803497884E+04;-2.8792216454E+01;-9.4303285033E+00;2.2320039557E-04;
2459588.3333;2022-Jan-08 20:00:00;-4.7276090723E+07;1.4022902172E+08;1.9804288102E+04;-2.8785206951E+01;-9.4512871542E+00;2.1582147312E-04;
2459588.3750;2022-Jan-08 21:00:00;-4.7379704828E+07;1.4019495937E+08;1.9805051881E+04;-2.8778182196E+01;-9.4722396062E+00;2.0851137839E-04;
2459588.4167;2022-Jan-08 22:00:00;-4.7483293617E+07;1.4016082160E+08;1.9805789467E+04;-2.8771142199E+01;-9.4931858526E+00;2.0127054250E-04;
2459588.4583;2022-Jan-08 23:00:00;-4.7586857034E+07;1.4012660844E+08;1.9806501112E+04;-2.8764086974E+01;-9.5141258868E+00;1.9409938785E-04;
2459588.5000;2022-Jan-09 00:00:00;-4.7690395025E+07;1.4009231990E+08;1.9807187067E+04;-2.8757016534E+01;-9.5350597023E+00;1.8699832816E-04;
2459588.5417;2022-Jan-09 01:00:00;-4.7793907535E+07;1.4005795602E+08;1.9807847585E+04;-2.8749930889E+01;-9.5559872923E+00;1.7996776871E-04;
2459588.5833;2022-Jan-09 02:00:00;-4.7897394509E+07;1.4002351680E+08;1.9808482920E+04;-2.8742830052E+01;-9.5769086504E+00;1.7300810632E-04;
2459588.6250;2022-Jan-09 03:00:00;-4.8000855893E+07;1.3998900228E+08;1.9809093329E+04;-2.8735714036E+01;-9.5978237702E+00;1.6611972959E-04;
2459588.6667;2022-Jan-09 04:00:00;-4.8104291632E+07;1.3995441248E+08;1.9809679068E+04;-2.8728582852E+01;-9.6187326450E+00;1.5930301891E-04;
2459588.7083;2022-Jan-09 05:00:00;-4.8207701671E+07;1.3991974742E+08;1.9810240397E+04;-2.8721436512E+01;-9.6396352686E+00;1.5255834667E-04;
2459588.7500;2022-Jan-09 06:00:00;-4.8311085957E+07;1.3988500711E+08;1.9810777575E+04;-2.8714275029E+01;-9.6605316344E+00;1.4588607729E-04;
2459588.7917;2022-Jan-09 07:00:00;-4.8414444433E+07;1.3985019160E+08;1.9811290864E+04;-2.8707098412E+01;-9.6814217362E+00;1.3928656741E-04;
2459588.8333;2022-Jan-09 08:00:00;-4.8517777047E+07;1.3981530088E+08;1.9811780526E+04;-2.8699906675E+01;-9.7023055676E+00;1.3276016593E-04;
2459588.8750;2022-Jan-09 09:00:00;-4.8621083743E+07;1.3978033500E+08;1.9812246825E+04;-2.8692699830E+01;-9.7231831222E+00;1.2630721418E-04;
2459588.9167;2022-Jan-09 10:00:00;-4.8724364468E+07;1.3974529397E+08;1.9812690027E+04;-2.8685477886E+01;-9.7440543938E+00;1.1992804601E-04;
2459588.9583;2022-Jan-09 11:00:00;-4.8827619166E+07;1.3971017782E+08;1.9813110396E+04;-2.8678240857E+01;-9.7649193761E+00;1.1362298787E-04;
2459589.0000;2022-Jan-09 12:00:00;-4.8930847784E+07;1.3967498656E+08;1.9813508202E+04;-2.8670988753E+01;-9.7857780629E+00;1.0739235897E-04;
2459589.0417;2022-Jan-09 13:00:00;-4.9034050267E+07;1.3963972022E+08;1.9813883711E+04;-2.8663721585E+01;-9.8066304479E+00;1.0123647137E-04;
2459589.0833;2022-Jan-09 14:00:00;-4.9137226561E+07;1.3960437883E+08;1.9814237194E+04;-2.8656439366E+01;-9.8274765251E+00;9.5155630050E-05;
2459589.1250;2022-Jan-09 15:00:00;-4.9240376612E+07;1.3956896240E+08;1.9814568922E+04;-2.8649142105E+01;-9.8483162881E+00;8.9150133081E-05;
2459589.1667;2022-Jan-09 16:00:00;-4.9343500366E+07;1.3953347096E+08;1.9814879166E+04;-2.8641829815E+01;-9.8691497309E+00;8.3220271672E-05;
2459589.2083;2022-Jan-09 17:00:00;-4.9446597769E+07;1.3949790453E+08;1.9815168199E+04;-2.8634502506E+01;-9.8899768474E+00;7.7366330300E-05;
2459589.2500;2022-Jan-09 18:00:00;-4.9549668766E+07;1.3946226313E+08;1.9815436295E+04;-2.8627160189E+01;-9.9107976314E+00;7.1588586805E-05;
2459589.2917;2022-Jan-09 19:00:00;-4.9652713304E+07;1.3942654680E+08;1.9815683729E+04;-2.8619802876E+01;-9.9316120769E+00;6.5887312497E-05;
2459589.3333;2022-Jan-09 20:00:00;-4.9755731329E+07;1.3939075554E+08;1.9815910776E+04;-2.8612430577E+01;-9.9524201777E+00;6.0262772244E-05;
2459589.3750;2022-Jan-09 21:00:00;-4.9858722787E+07;1.3935488938E+08;1.9816117713E+04;-2.8605043302E+01;-9.9732219279E+00;5.4715224584E-05;
2459589.4167;2022-Jan-09 22:00:00;-4.9961687623E+07;1.3931894834E+08;1.9816304818E+04;-2.8597641064E+01;-9.9940173214E+00;4.9244921803E-05;
2459589.4583;2022-Jan-09 23:00:00;-5.0064625784E+07;1.3928293246E+08;1.9816472369E+04;-2.8590223871E+01;-1.0014806352E+01;4.3852110051E-05;
2459589.5000;2022-Jan-10 00:00:00;-5.0167537217E+07;1.3924684175E+08;1.9816620646E+04;-2.8582791736E+01;-1.0035589014E+01;3.8537029422E-05;
2459589.5417;2022-Jan-10 01:00:00;-5.0270421867E+07;1.3921067623E+08;1.9816749930E+04;-2.8575344668E+01;-1.0056365302E+01;3.3299914046E-05;
2459589.5833;2022-Jan-10 02:00:00;-5.0373279681E+07;1.3917443592E+08;1.9816860500E+04;-2.8567882679E+01;-1.0077135209E+01;2.8140992192E-05;
2459589.6250;2022-Jan-10 03:00:00;-5.0476110604E+07;1.3913812086E+08;1.9816952639E+04;-2.8560405778E+01;-1.0097898729E+01;2.3060486342E-05;
2459589.6667;2022-Jan-10 04:00:00;-5.0578914584E+07;1.3910173106E+08;1.9817026630E+04;-2.8552913976E+01;-1.0118655856E+01;1.8058613291E-05;
2459589.7083;2022-Jan-10 05:00:00;-5.0681691567E+07;1.3906526655E+08;1.9817082755E+04;-2.8545407283E+01;-1.0139406586E+01;1.3135584230E-05;
2459589.7500;2022-Jan-10 06:00:00;-5.0784441499E+07;1.3902872734E+08;1.9817121301E+04;-2.8537885710E+01;-1.0160150910E+01;8.2916048263E-06;
2459589.7917;2022-Jan-10 07:00:00;-5.0887164326E+07;1.3899211347E+08;1.9817142550E+04;-2.8530349267E+01;-1.0180888825E+01;3.5268753176E-06;
2459589.8333;2022-Jan-10 08:00:00;-5.0989859996E+07;1.3895542495E+08;1.9817146789E+04;-2.8522797964E+01;-1.0201620323E+01;-1.1584094177E-06;
2459589.8750;2022-Jan-10 09:00:00;-5.1092528454E+07;1.3891866181E+08;1.9817134305E+04;-2.8515231812E+01;-1.0222345399E+01;-5.7640597708E-06;
2459589.9167;2022-Jan-10 10:00:00;-5.1195169647E+07;1.3888182407E+08;1.9817105384E+04;-2.8507650820E+01;-1.0243064048E+01;-1.0289891326E-05;
2459589.9583;2022-Jan-10 11:00:00;-5.1297783522E+07;1.3884491176E+08;1.9817060314E+04;-2.8500054998E+01;-1.0263776262E+01;-1.4735724783E-05;
2459590.0000;2022-Jan-10 12:00:00;-5.1400370025E+07;1.3880792489E+08;1.9816999383E+04;-2.8492444356E+01;-1.0284482038E+01;-1.9101385887E-05;
2459590.0417;2022-Jan-10 13:00:00;-5.1502929103E+07;1.3877086349E+08;1.9816922880E+04;-2.8484818905E+01;-1.0305181367E+01;-2.3386705341E-05;
2459590.0833;2022-Jan-10 14:00:00;-5.1605460704E+07;1.3873372759E+08;1.9816831095E+04;-2.8477178655E+01;-1.0325874245E+01;-2.7591518742E-05;
2459590.1250;2022-Jan-10 15:00:00;-5.1707964772E+07;1.3869651721E+08;1.9816724318E+04;-2.8469523614E+01;-1.0346560667E+01;-3.1715666510E-05;
2459590.1667;2022-Jan-10 16:00:00;-5.1810441256E+07;1.3865923236E+08;1.9816602839E+04;-2.8461853794E+01;-1.0367240625E+01;-3.5758993813E-05;
2459590.2083;2022-Jan-10 17:00:00;-5.1912890102E+07;1.3862187308E+08;1.9816466951E+04;-2.8454169203E+01;-1.0387914115E+01;-3.9721350498E-05;
2459590.2500;2022-Jan-10 18:00:00;-5.2015311256E+07;1.3858443939E+08;1.9816316943E+04;-2.8446469852E+01;-1.0408581130E+01;-4.3602591035E-05;
2459590.2917;2022-Jan-10 19:00:00;-5.2117704667E+07;1.3854693131E+08;1.9816153109E+04;-2.8438755749E+01;-1.0429241665E+01;-4.7402574433E-05;
2459590.3333;2022-Jan-10 20:00:00;-5.2220070280E+07;1.3850934886E+08;1.9815975742E+04;-2.8431026906E+01;-1.0449895714E+01;-5.1121164196E-05;
2459590.3750;2022-Jan-10 21:00:00;-5.2322408043E+07;1.3847169206E+08;1.9815785135E+04;-2.8423283331E+01;-1.0470543271E+01;-5.4758228245E-05;
2459590.4167;2022-Jan-10 22:00:00;-5.2424717902E+07;1.3843396095E+08;1.9815581581E+04;-2.8415525034E+01;-1.0491184331E+01;-5.8313638867E-05;
2459590.4583;2022-Jan-10 23:00:00;-5.2526999806E+07;1.3839615554E+08;1.9815365375E+04;-2.8407752024E+01;-1.0511818887E+01;-6.1787272646E-05;
2459590.5000;2022-Jan-11 00:00:00;-5.2629253699E+07;1.3835827586E+08;1.9815136811E+04;-2.8399964312E+01;-1.0532446934E+01;-6.5179010421E-05;
2459590.5417;2022-Jan-11 01:00:00;-5.2731479531E+07;1.3832032193E+08;1.9814896184E+04;-2.8392161906E+01;-1.0553068467E+01;-6.8488737214E-05;
2459590.5833;2022-Jan-11 02:00:00;-5.2833677247E+07;1.3828229378E+08;1.9814643791E+04;-2.8384344815E+01;-1.0573683479E+01;-7.1716342180E-05;
2459590.6250;2022-Jan-11 03:00:00;-5.2935846796E+07;1.3824419142E+08;1.9814379925E+04;-2.8376513050E+01;-1.0594291965E+01;-7.4861718559E-05;
2459590.6667;2022-Jan-11 04:00:00;-5.3037988124E+07;1.3820601488E+08;1.9814104885E+04;-2.8368666619E+01;-1.0614893920E+01;-7.7924763620E-05;
2459590.7083;2022-Jan-11 05:00:00;-5.3140101178E+07;1.3816776419E+08;1.9813818966E+04;-2.8360805532E+01;-1.0635489336E+01;-8.0905378609E-05;
2459590.7500;2022-Jan-11 06:00:00;-5.3242185906E+07;1.3812943937E+08;1.9813522465E+04;-2.8352929798E+01;-1.0656078210E+01;-8.3803468707E-05;
2459590.7917;2022-Jan-11 07:00:00;-5.3344242255E+07;1.3809104044E+08;1.9813215680E+04;-2.8345039426E+01;-1.0676660534E+01;-8.6618942975E-05;
2459590.8333;2022-Jan-11 08:00:00;-5.3446270172E+07;1.3805256742E+08;1.9812898908E+04;-2.8337134426E+01;-1.0697236304E+01;-8.9351714313E-05;
2459590.8750;2022-Jan-11 09:00:00;-5.3548269605E+07;1.3801402034E+08;1.9812572447E+04;-2.8329214806E+01;-1.0717805514E+01;-9.2001699415E-05;
2459590.9167;2022-Jan-11 10:00:00;-5.3650240501E+07;1.3797539923E+08;1.9812236595E+04;-2.8321280575E+01;-1.0738368158E+01;-9.4568818725E-05;
2459590.9583;2022-Jan-11 11:00:00;-5.3752182808E+07;1.3793670410E+08;1.9811891651E+04;-2.8313331744E+01;-1.0758924230E+01;-9.7052996402E-05;
2459591.0000;2022-Jan-11 12:00:00;-5.3854096472E+07;1.3789793498E+08;1.9811537913E+04;-2.8305368320E+01;-1.0779473725E+01;-9.9454160268E-05;
2459591.0417;2022-Jan-11 13:00:00;-5.3955981442E+07;1.3785909190E+08;1.9811175681E+04;-2.8297390313E+01;-1.0800016637E+01;-1.0177224178E-04;
2459591.0833;2022-Jan-11 14:00:00;-5.4057837665E+07;1.3782017487E+08;1.9810805253E+04;-2.8289397732E+01;-1.0820552961E+01;-1.0400717599E-04;
2459591.1250;2022-Jan-11 15:00:00;-5.4159665089E+07;1.3778118392E+08;1.9810426929E+04;-2.8281390586E+01;-1.0841082691E+01;-1.0615890150E-04;
2459591.1667;2022-Jan-11 16:00:00;-5.4261463660E+07;1.3774211908E+08;1.9810041009E+04;-2.8273368883E+01;-1.0861605821E+01;-1.0822736045E-04;
2459591.2083;2022-Jan-11 17:00:00;-5.4363233327E+07;1.3770298037E+08;1.9809647792E+04;-2.8265332632E+01;-1.0882122345E+01;-1.1021249848E-04;
2459591.2500;2022-Jan-11 18:00:00;-5.4464974037E+07;1.3766376781E+08;1.9809247579E+04;-2.8257281843E+01;-1.0902632259E+01;-1.1211426466E-04;
2459591.2917;2022-Jan-11 19:00:00;-5.4566685739E+07;1.3762448143E+08;1.9808840669E+04;-2.8249216525E+01;-1.0923135557E+01;-1.1393261151E-04;
2459591.3333;2022-Jan-11 20:00:00;-5.4668368379E+07;1.3758512124E+08;1.9808427364E+04;-2.8241136685E+01;-1.0943632232E+01;-1.1566749497E-04;
2459591.3750;2022-Jan-11 21:00:00;-5.4770021906E+07;1.3754568728E+08;1.9808007964E+04;-2.8233042333E+01;-1.0964122280E+01;-1.1731887432E-04;
2459591.4167;2022-Jan-11 22:00:00;-5.4871646266E+07;1.3750617957E+08;1.9807582769E+04;-2.8224933478E+01;-1.0984605695E+01;-1.1888671220E-04;
2459591.4583;2022-Jan-11 23:00:00;-5.4973241409E+07;1.3746659813E+08;1.9807152080E+04;-2.8216810127E+01;-1.1005082471E+01;-1.2037097460E-04;
2459591.5000;2022-Jan-12 00:00:00;-5.5074807282E+07;1.3742694298E+08;1.9806716198E+04;-2.8208672291E+01;-1.1025552603E+01;-1.2177163077E-04;
2459591.5417;2022-Jan-12 01:00:00;-5.5176343832E+07;1.3738721416E+08;1.9806275424E+04;-2.8200519977E+01;-1.1046016085E+01;-1.2308865328E-04;
2459591.5833;2022-Jan-12 02:00:00;-5.5277851008E+07;1.3734741168E+08;1.9805830060E+04;-2.8192353195E+01;-1.1066472912E+01;-1.2432201792E-04;
2459591.6250;2022-Jan-12 03:00:00;-5.5379328758E+07;1.3730753556E+08;1.9805380406E+04;-2.8184171952E+01;-1.1086923078E+01;-1.2547170376E-04;
2459591.6667;2022-Jan-12 04:00:00;-5.5480777029E+07;1.3726758584E+08;1.9804926764E+04;-2.8175976258E+01;-1.1107366578E+01;-1.2653769304E-04;
2459591.7083;2022-Jan-12 05:00:00;-5.5582195770E+07;1.3722756253E+08;1.9804469435E+04;-2.8167766120E+01;-1.1127803406E+01;-1.2751997126E-04;
2459591.7500;2022-Jan-12 06:00:00;-5.5683584928E+07;1.3718746566E+08;1.9804008721E+04;-2.8159541548E+01;-1.1148233556E+01;-1.2841852707E-04;
2459591.7917;2022-Jan-12 07:00:00;-5.5784944452E+07;1.3714729526E+08;1.9803544922E+04;-2.8151302550E+01;-1.1168657025E+01;-1.2923335230E-04;
2459591.8333;2022-Jan-12 08:00:00;-5.5886274289E+07;1.3710705134E+08;1.9803078341E+04;-2.8143049134E+01;-1.1189073805E+01;-1.2996444195E-04;
2459591.8750;2022-Jan-12 09:00:00;-5.5987574388E+07;1.3706673393E+08;1.9802609279E+04;-2.8134781309E+01;-1.1209483891E+01;-1.3061179416E-04;
2459591.9167;2022-Jan-12 10:00:00;-5.6088844697E+07;1.3702634306E+08;1.9802138037E+04;-2.8126499084E+01;-1.1229887279E+01;-1.3117541022E-04;
2459591.9583;2022-Jan-12 11:00:00;-5.6190085164E+07;1.3698587875E+08;1.9801664916E+04;-2.8118202466E+01;-1.1250283961E+01;-1.3165529453E-04;
2459592.0000;2022-Jan-12 12:00:00;-5.6291295738E+07;1.3694534103E+08;1.9801190219E+04;-2.8109891464E+01;-1.1270673935E+01;-1.3205145461E-04;
2459592.0417;2022-Jan-12 13:00:00;-5.6392476365E+07;1.3690472991E+08;1.9800714246E+04;-2.8101566087E+01;-1.1291057193E+01;-1.3236390111E-04;
2459592.0833;2022-Jan-12 14:00:00;-5.6493626996E+07;1.3686404542E+08;1.9800237299E+04;-2.8093226343E+01;-1.1311433730E+01;-1.3259264777E-04;
2459592.1250;2022-Jan-12 15:00:00;-5.6594747578E+07;1.3682328759E+08;1.9799759680E+04;-2.8084872239E+01;-1.1331803541E+01;-1.3273771143E-04;
2459592.1667;2022-Jan-12 16:00:00;-5.6695838059E+07;1.3678245645E+08;1.9799281688E+04;-2.8076503785E+01;-1.1352166621E+01;-1.3279911202E-04;
2459592.2083;2022-Jan-12 17:00:00;-5.6796898388E+07;1.3674155200E+08;1.9798803626E+04;-2.8068120988E+01;-1.1372522964E+01;-1.3277687258E-04;
2459592.2500;2022-Jan-12 18:00:00;-5.6897928513E+07;1.3670057429E+08;1.9798325795E+04;-2.8059723858E+01;-1.1392872565E+01;-1.3267101922E-04;
2459592.2917;2022-Jan-12 19:00:00;-5.6998928383E+07;1.3665952333E+08;1.9797848495E+04;-2.8051312401E+01;-1.1413215419E+01;-1.3248158116E-04;
2459592.3333;2022-Jan-12 20:00:00;-5.7099897945E+07;1.3661839915E+08;1.9797372028E+04;-2.8042886626E+01;-1.1433551520E+01;-1.3220859067E-04;
2459592.3750;2022-Jan-12 21:00:00;-5.7200837149E+07;1.3657720176E+08;1.9796896694E+04;-2.8034446542E+01;-1.1453880863E+01;-1.3185208316E-04;
2459592.4167;2022-Jan-12 22:00:00;-5.7301745943E+07;1.3653593121E+08;1.9796422793E+04;-2.8025992157E+01;-1.1474203443E+01;-1.3141209708E-04;
2459592.4583;2022-Jan-12 23:00:00;-5.7402624275E+07;1.3649458751E+08;1.9795950627E+04;-2.8017523478E+01;-1.1494519255E+01;-1.3088867402E-04;
2459592.5000;2022-Jan-13 00:00:00;-5.7503472095E+07;1.3645317068E+08;1.9795480495E+04;-2.8009040514E+01;-1.1514828292E+01;-1.3028185863E-04;
2459592.5417;2022-Jan-13 01:00:00;-5.7604289350E+07;1.3641168075E+08;1.9795012697E+04;-2.8000543273E+01;-1.1535130551E+01;-1.2959169868E-04;
2459592.5833;2022-Jan-13 02:00:00;-5.7705075989E+07;1.3637011775E+08;1.9794547535E+04;-2.7992031762E+01;-1.1555426025E+01;-1.2881824503E-04;
2459592.6250;2022-Jan-13 03:00:00;-5.7805831962E+07;1.3632848169E+08;1.9794085306E+04;-2.7983505991E+01;-1.1575714710E+01;-1.2796155169E-04;
2459592.6667;2022-Jan-13 04:00:00;-5.7906557215E+07;1.3628677261E+08;1.9793626311E+04;-2.7974965966E+01;-1.1595996601E+01;-1.2702167576E-04;
2459592.7083;2022-Jan-13 05:00:00;-5.8007251699E+07;1.3624499053E+08;1.9793170850E+04;-2.7966411697E+01;-1.1616271692E+01;-1.2599867747E-04;
2459592.7500;2022-Jan-13 06:00:00;-5.8107915363E+07;1.3620313546E+08;1.9792719220E+04;-2.7957843190E+01;-1.1636539977E+01;-1.2489262019E-04;
2459592.7917;2022-Jan-13 07:00:00;-5.8208548153E+07;1.3616120745E+08;1.9792271722E+04;-2.7949260454E+01;-1.1656801453E+01;-1.2370357044E-04;
2459592.8333;2022-Jan-13 08:00:00;-5.8309150021E+07;1.3611920650E+08;1.9791828654E+04;-2.7940663497E+01;-1.1677056113E+01;-1.2243159791E-04;
2459592.8750;2022-Jan-13 09:00:00;-5.8409720913E+07;1.3607713265E+08;1.9791390314E+04;-2.7932052326E+01;-1.1697303954E+01;-1.2107677543E-04;
2459592.9167;2022-Jan-13 10:00:00;-5.8510260780E+07;1.3603498592E+08;1.9790957001E+04;-2.7923426950E+01;-1.1717544968E+01;-1.1963917904E-04;
2459592.9583;2022-Jan-13 11:00:00;-5.8610769570E+07;1.3599276634E+08;1.9790529011E+04;-2.7914787377E+01;-1.1737779153E+01;-1.1811888797E-04;
2459593.0000;2022-Jan-13 12:00:00;-5.8711247233E+07;1.3595047392E+08;1.9790106644E+04;-2.7906133613E+01;-1.1758006501E+01;-1.1651598462E-04;
2459593.0417;2022-Jan-13 13:00:00;-5.8811693715E+07;1.3590810870E+08;1.9789690195E+04;-2.7897465668E+01;-1.1778227010E+01;-1.1483055467E-04;
2459593.0833;2022-Jan-13 14:00:00;-5.8912108968E+07;1.3586567069E+08;1.9789279963E+04;-2.7888783548E+01;-1.1798440672E+01;-1.1306268698E-04;
2459593.1250;2022-Jan-13 15:00:00;-5.9012492940E+07;1.3582315993E+08;1.9788876243E+04;-2.7880087262E+01;-1.1818647484E+01;-1.1121247371E-04;
2459593.1667;2022-Jan-13 16:00:00;-5.9112845580E+07;1.3578057644E+08;1.9788479332E+04;-2.7871376817E+01;-1.1838847441E+01;-1.0928001025E-04;
2459593.2083;2022-Jan-13 17:00:00;-5.9213166836E+07;1.3573792024E+08;1.9788089525E+04;-2.7862652221E+01;-1.1859040537E+01;-1.0726539530E-04;
2459593.2500;2022-Jan-13 18:00:00;-5.9313456659E+07;1.3569519136E+08;1.9787707119E+04;-2.7853913482E+01;-1.1879226767E+01;-1.0516873085E-04;
2459593.2917;2022-Jan-13 19:00:00;-5.9413714996E+07;1.3565238981E+08;1.9787332409E+04;-2.7845160607E+01;-1.1899406128E+01;-1.0299012221E-04;
2459593.3333;2022-Jan-13 20:00:00;-5.9513941798E+07;1.3560951564E+08;1.9786965689E+04;-2.7836393605E+01;-1.1919578612E+01;-1.0072967804E-04;
2459593.3750;2022-Jan-13 21:00:00;-5.9614137013E+07;1.3556656886E+08;1.9786607253E+04;-2.7827612481E+01;-1.1939744217E+01;-9.8387510343E-05;
2459593.4167;2022-Jan-13 22:00:00;-5.9714300591E+07;1.3552354949E+08;1.9786257396E+04;-2.7818817246E+01;-1.1959902937E+01;-9.5963734504E-05;
2459593.4583;2022-Jan-13 23:00:00;-5.9814432480E+07;1.3548045756E+08;1.9785916412E+04;-2.7810007904E+01;-1.1980054766E+01;-9.3458469316E-05;
2459593.5000;2022-Jan-14 00:00:00;-5.9914532631E+07;1.3543729310E+08;1.9785584593E+04;-2.7801184466E+01;-1.2000199701E+01;-9.0871836973E-05;
2459593.5417;2022-Jan-14 01:00:00;-6.0014600992E+07;1.3539405613E+08;1.9785262232E+04;-2.7792346937E+01;-1.2020337737E+01;-8.8203963125E-05;
2459593.5833;2022-Jan-14 02:00:00;-6.0114637512E+07;1.3535074668E+08;1.9784949622E+04;-2.7783495325E+01;-1.2040468868E+01;-8.5454976874E-05;
2459593.6250;2022-Jan-14 03:00:00;-6.0214642141E+07;1.3530736477E+08;1.9784647054E+04;-2.7774629639E+01;-1.2060593090E+01;-8.2625010807E-05;
2459593.6667;2022-Jan-14 04:00:00;-6.0314614829E+07;1.3526391042E+08;1.9784354819E+04;-2.7765749884E+01;-1.2080710398E+01;-7.9714201020E-05;
2459593.7083;2022-Jan-14 05:00:00;-6.0414555523E+07;1.3522038366E+08;1.9784073208E+04;-2.7756856070E+01;-1.2100820787E+01;-7.6722687132E-05;
2459593.7500;2022-Jan-14 06:00:00;-6.0514464175E+07;1.3517678452E+08;1.9783802512E+04;-2.7747948202E+01;-1.2120924254E+01;-7.3650612321E-05;
2459593.7917;2022-Jan-14 07:00:00;-6.0614340734E+07;1.3513311301E+08;1.9783543020E+04;-2.7739026290E+01;-1.2141020792E+01;-7.0498123332E-05;
2459593.8333;2022-Jan-14 08:00:00;-6.0714185148E+07;1.3508936918E+08;1.9783295022E+04;-2.7730090338E+01;-1.2161110398E+01;-6.7265370520E-05;
